"Time (s)","Fx (N)","Fy (N)","Fz (N)","Tx (Nm)","Ty (Nm)","Tz (Nm)","AI7 (V)","AI8 (V)"
0.011500,-0.001216,-0.079603,1.661430,-0.001163,0.000443,-0.003847,0.002838,0.001541
0.012000,-0.011373,-0.050222,1.674583,-0.000910,0.000430,-0.004036,0.002514,0.002190
0.012500,-0.019163,-0.073091,1.653332,-0.000551,0.000701,-0.003481,0.002514,-0.000729
0.013000,0.008926,-0.052231,1.632021,-0.000554,0.000535,-0.003636,0.003163,0.004784
0.013500,0.004925,-0.049771,1.635800,-0.000256,0.000332,-0.003609,0.002838,0.002514
0.014000,-0.011013,-0.065950,1.620146,-0.000613,0.000710,-0.003310,0.003487,0.000244
0.014500,-0.025115,-0.053118,1.616606,-0.000824,0.000512,-0.003454,0.004136,0.003163
0.015000,-0.012977,-0.048479,1.627098,-0.000568,0.000023,-0.003311,0.002838,0.000893
0.015500,-0.015064,-0.061639,1.629507,-0.001341,0.000573,-0.003427,0.002838,0.001541
0.016000,-0.005012,-0.060399,1.612719,-0.000687,-0.000042,-0.003538,0.002838,0.002190
0.016500,0.012878,-0.059243,1.641810,-0.000310,0.000677,-0.003718,0.002838,-0.000080
0.017000,-0.011158,-0.066124,1.615621,-0.000713,0.000768,-0.003647,0.004784,0.002514
0.017500,-0.001325,-0.079485,1.627160,-0.000701,0.000331,-0.004184,0.002838,0.000568
0.018000,-0.039405,-0.040227,1.628966,-0.000799,0.000946,-0.003844,0.002190,0.001866
0.018500,0.002814,-0.053364,1.628242,-0.000605,0.000874,-0.003777,0.002838,0.002838
0.019000,0.018813,-0.055771,1.634303,-0.000344,0.001002,-0.003881,0.002838,0.000244
0.019500,0.024856,-0.038355,1.654440,-0.000254,0.000461,-0.003877,0.002838,0.002514
0.020000,-0.003336,-0.071290,1.688107,-0.000739,0.000666,-0.003951,0.002838,0.000893
0.020500,-0.021408,-0.051036,1.648220,-0.000630,0.000762,-0.004009,0.002838,0.000244
0.021000,-0.009283,-0.055588,1.652118,-0.000280,0.000801,-0.003807,0.002514,0.004136
0.021500,0.004765,-0.038442,1.691683,-0.001036,0.001050,-0.003713,0.003487,0.000244
0.022000,0.038925,-0.034769,1.654369,-0.000098,0.000791,-0.003783,0.003163,0.002190
0.022500,0.006790,-0.071973,1.662171,0.000099,0.000877,-0.003747,0.003163,0.001217
0.023000,-0.005346,-0.060406,1.681967,0.000023,0.000527,-0.003946,0.003811,-0.000080
0.023500,0.024808,-0.043463,1.687429,-0.000562,-0.000087,-0.004023,0.002514,0.002190
0.024000,-0.005428,-0.049075,1.684147,-0.000766,0.000642,-0.004143,0.003163,0.000568
0.024500,0.002756,-0.065575,1.657719,-0.000859,0.000053,-0.004012,0.002838,0.002190
0.025000,0.016761,-0.054695,1.644130,-0.000291,0.000764,-0.003995,0.002838,0.001541
0.025500,-0.001302,-0.065343,1.668113,-0.000384,0.000236,-0.004008,0.003487,-0.000729
0.026000,0.008645,-0.083353,1.673496,-0.000816,0.000164,-0.004265,0.003163,0.002838
0.026500,-0.003316,-0.066543,1.681610,-0.000434,0.000275,-0.003980,0.002190,0.000568
0.027000,-0.007065,-0.080019,1.643582,0.000157,0.000132,-0.003480,0.002190,0.002190
0.027500,0.010880,-0.058246,1.658626,-0.000350,0.000163,-0.003750,0.002514,0.003811
0.028000,0.008942,-0.068671,1.645772,-0.000123,-0.000099,-0.003671,0.002838,-0.000729
0.028500,-0.013253,-0.069817,1.642035,-0.000637,0.000503,-0.003818,0.003163,0.000568
0.029000,-0.023307,-0.070917,1.669407,-0.000353,0.000280,-0.003792,0.003163,0.002514
0.029500,-0.013202,-0.034330,1.646238,-0.000118,0.000510,-0.003635,0.002514,-0.000080
0.030000,0.002837,-0.046379,1.662252,-0.000376,0.000480,-0.003690,0.003163,0.001866
0.030500,0.002884,-0.048742,1.635410,-0.000440,0.000180,-0.003724,0.003163,-0.000404
0.031000,-0.007110,-0.049643,1.646555,0.000173,-0.000184,-0.003614,0.002838,0.000568
0.031500,-0.003144,-0.054959,1.645012,-0.001269,0.000143,-0.003760,0.003487,0.002190
0.032000,-0.011252,-0.026015,1.646085,0.000299,0.000491,-0.003742,0.003163,-0.001702
0.032500,0.025073,-0.062379,1.651406,-0.001368,-0.000539,-0.003674,0.002838,0.001217
0.033000,-0.017308,-0.019900,1.598933,0.000468,0.000718,-0.003883,0.002838,-0.000080
0.033500,0.022761,-0.041992,1.650434,-0.000183,0.000199,-0.004133,0.002514,-0.001377
0.034000,-0.002962,-0.058878,1.603344,-0.000161,0.000189,-0.003392,0.002838,0.002190
0.034500,-0.007102,-0.049917,1.612136,-0.000774,0.000050,-0.003704,0.002514,-0.001053
0.035000,-0.019164,-0.051985,1.612681,-0.000542,0.000365,-0.003648,0.002190,-0.000404
0.035500,-0.003085,-0.044878,1.588883,-0.000374,0.000574,-0.003640,0.001866,0.005433
0.036000,0.029060,-0.047561,1.608236,-0.000540,0.000640,-0.003572,0.002514,-0.000404
0.036500,-0.005120,-0.036600,1.615985,-0.000183,0.000716,-0.003578,0.002838,0.003163
0.037000,-0.015207,-0.070965,1.649226,-0.000593,0.000320,-0.003707,0.003163,-0.000080
0.037500,-0.009297,-0.039209,1.655391,-0.000195,0.000573,-0.003859,0.002514,0.001217
0.038000,0.012953,-0.035707,1.659349,-0.000134,0.000470,-0.003514,0.003487,0.001541
0.038500,0.008788,-0.045459,1.654505,-0.000754,0.000561,-0.003887,0.003163,-0.004620
0.039000,0.004819,-0.045345,1.661877,-0.000421,0.000221,-0.003804,0.003487,-0.000080
0.039500,-0.001288,-0.051030,1.644873,-0.000030,0.000283,-0.004003,0.002838,-0.000404
0.040000,0.002788,-0.044195,1.661819,-0.000182,-0.000184,-0.003919,0.003811,-0.000080
0.040500,0.010551,-0.049199,1.686694,-0.000261,0.000242,-0.004390,0.003487,0.002190
0.041000,0.004646,-0.026722,1.667330,-0.000701,0.000769,-0.004076,0.002514,-0.002674
0.041500,0.012744,-0.067110,1.663406,-0.001344,0.000057,-0.004151,0.001217,0.000893
0.042000,0.044956,-0.010436,1.660655,-0.000304,0.000225,-0.003864,0.001866,-0.000080
0.042500,-0.007244,-0.061414,1.635444,-0.000080,0.000488,-0.003838,0.002190,-0.000729
0.043000,-0.013332,-0.044091,1.627973,-0.000415,0.000051,-0.004094,0.002190,0.000568
0.043500,-0.017468,-0.048870,1.671184,-0.000573,0.000599,-0.004147,0.000893,-0.001053
0.044000,0.000568,-0.054848,1.670547,-0.000333,0.000496,-0.004254,0.001541,-0.000404
0.044500,0.016692,-0.040896,1.667051,-0.000407,0.000372,-0.004162,0.002514,0.000568
0.045000,0.012631,-0.064182,1.687546,0.000179,0.000314,-0.004194,0.001541,-0.001377
0.045500,0.000623,-0.076264,1.690707,-0.000819,0.000177,-0.004180,0.002190,0.002190
0.046000,-0.019500,-0.057204,1.691267,-0.000521,0.000281,-0.004207,0.002514,-0.001053
0.046500,-0.007380,-0.052425,1.691682,-0.000171,0.000123,-0.004061,0.002838,-0.000729
0.047000,-0.003275,-0.036064,1.668153,-0.000931,0.000654,-0.003859,0.003487,0.005109
0.047500,-0.001284,-0.048791,1.641361,-0.000114,0.000008,-0.004061,0.003163,-0.001702
0.048000,-0.003325,-0.070937,1.661782,0.000244,0.000188,-0.004035,0.004136,-0.002674
0.048500,-0.015218,-0.061500,1.615442,-0.000409,0.000125,-0.003847,0.003163,-0.000080
0.049000,0.008817,-0.052382,1.638067,-0.000137,-0.000158,-0.003976,0.003163,-0.001377
0.049500,-0.023258,-0.030949,1.591843,-0.000624,0.000217,-0.003899,0.003163,-0.000080
0.050000,-0.017287,-0.067581,1.611384,-0.000679,-0.000051,-0.004050,0.001866,-0.001377
0.050500,-0.007313,-0.035724,1.631491,-0.000089,0.000285,-0.004029,0.002190,0.001541
0.051000,-0.015255,-0.073072,1.622221,-0.000232,0.000596,-0.003817,0.001866,0.000893
0.051500,0.012861,-0.078712,1.633852,-0.001173,-0.000352,-0.004047,0.003163,-0.004620
0.052000,-0.045487,-0.071861,1.632272,-0.000402,0.000604,-0.004024,0.001866,0.002190
0.052500,-0.037402,-0.057544,1.619239,-0.000187,0.001019,-0.003845,0.000893,-0.001377
0.053000,-0.007266,-0.033090,1.625390,0.000069,0.000806,-0.003827,0.003487,-0.001053
0.053500,0.004749,-0.031255,1.641117,-0.000492,0.000466,-0.003968,0.003163,-0.000729
0.054000,-0.021086,-0.074471,1.623092,-0.000846,-0.000109,-0.003549,0.003487,-0.002026
0.054500,-0.023222,-0.051961,1.592233,-0.000452,0.000224,-0.003820,0.003163,0.001541
0.055000,0.000837,-0.035560,1.632354,0.000240,0.000152,-0.003773,0.001866,0.000893
0.055500,-0.009064,-0.032104,1.605963,-0.000723,0.000412,-0.003528,0.002190,-0.002026
0.056000,0.010907,-0.041663,1.587873,-0.000321,0.000079,-0.003890,0.002190,0.001541
0.056500,-0.017231,-0.036535,1.605776,-0.000087,0.000619,-0.003751,0.003811,-0.001377
0.057000,0.000704,-0.028832,1.603830,-0.000578,0.000603,-0.004111,0.004136,0.000568
0.057500,-0.005174,-0.023043,1.618224,-0.000869,0.000167,-0.003835,0.002838,-0.000729
0.058000,-0.019466,-0.033396,1.627534,-0.000543,0.000911,-0.004171,0.002838,-0.001377
0.058500,-0.009252,-0.043963,1.614869,-0.000508,0.000416,-0.003923,0.001541,0.000893
0.059000,0.008835,-0.028528,1.584500,0.000031,0.000468,-0.003938,0.002838,-0.002350
0.059500,-0.021302,-0.055551,1.625482,-0.000280,0.000320,-0.003901,0.003811,-0.001702
0.060000,-0.019269,-0.066523,1.628235,-0.001185,0.000267,-0.003909,0.003811,0.000244
0.060500,-0.041507,-0.055712,1.645054,-0.000882,0.000689,-0.004075,0.001866,-0.002674
0.061000,-0.035445,-0.051948,1.625242,-0.000536,0.000899,-0.003985,0.003163,-0.000404
0.061500,-0.003259,-0.050277,1.644295,-0.001246,0.000472,-0.003952,0.003811,-0.002350
0.062000,-0.031443,-0.049482,1.628784,0.000085,0.000565,-0.004039,0.003163,-0.001053
0.062500,-0.045435,-0.062091,1.626414,0.000076,0.000953,-0.003819,0.003811,-0.000404
0.063000,-0.015447,-0.037924,1.644809,0.000186,0.000604,-0.004140,0.004136,-0.003323
0.063500,-0.009482,-0.036978,1.667754,0.000142,0.000431,-0.004250,0.002838,0.000568
0.064000,-0.017418,-0.058283,1.637534,-0.000769,0.000414,-0.004182,0.003811,-0.000729
0.064500,-0.009407,-0.060865,1.653944,-0.000646,-0.000157,-0.004296,0.003811,-0.002026
0.065000,-0.021510,-0.060366,1.641041,-0.000074,0.000459,-0.004292,0.004136,0.000893
0.065500,-0.019511,-0.075751,1.637334,-0.000298,0.000429,-0.004354,0.004136,-0.003972
0.066000,0.010580,-0.053930,1.659702,-0.000385,0.000027,-0.004452,0.002190,-0.002999
0.066500,-0.023455,-0.051982,1.641648,-0.000165,0.000880,-0.004063,0.002514,0.002514
0.067000,-0.019275,-0.068543,1.618664,-0.000351,0.000095,-0.003935,0.002190,-0.001053
0.067500,0.016816,-0.059653,1.640722,-0.000462,-0.000087,-0.004061,0.002190,-0.000404
0.068000,-0.027255,-0.063629,1.602449,-0.000415,0.000416,-0.003794,0.003163,-0.001053
0.068500,-0.031214,-0.087541,1.652951,-0.001096,-0.000045,-0.003667,0.003487,-0.002674
0.069000,-0.025318,-0.069778,1.652362,-0.000677,0.000489,-0.003821,0.002190,0.000244
0.069500,-0.041274,-0.048011,1.610218,-0.000227,0.000872,-0.003565,0.002190,-0.002026
0.070000,-0.015155,-0.063646,1.622876,-0.000274,0.000426,-0.003620,0.003811,-0.000729
0.070500,-0.019220,-0.061464,1.632596,-0.000357,0.000118,-0.003763,0.003487,-0.001702
0.071000,-0.051419,-0.093881,1.636806,0.000099,0.000337,-0.003835,0.003487,-0.004296
0.071500,-0.061619,-0.071913,1.615031,-0.000869,0.000813,-0.004200,0.003811,0.001217
0.072000,-0.021374,-0.034293,1.645712,0.000350,0.000221,-0.003975,0.003163,-0.001377
0.072500,-0.049460,-0.060055,1.622437,-0.000759,0.001039,-0.003881,0.003811,-0.001377
0.073000,-0.001178,-0.063342,1.627562,-0.001320,-0.000249,-0.003991,0.002838,0.001217
0.073500,-0.021468,-0.062417,1.601056,0.000100,0.000791,-0.004235,0.001866,-0.002999
0.074000,-0.035118,-0.065784,1.563205,-0.000519,0.000134,-0.003579,0.002838,-0.000729
0.074500,-0.033042,-0.064682,1.570229,-0.000700,0.000013,-0.003439,0.003487,-0.002026
0.075000,-0.047270,-0.056433,1.576258,-0.000699,0.000394,-0.003718,0.002514,-0.002999
0.075500,-0.041123,-0.066749,1.580639,-0.000468,0.000635,-0.003379,0.002514,0.000244
0.076000,-0.022980,-0.046905,1.580627,-0.000418,0.000440,-0.003256,0.003487,-0.003323
0.076500,-0.035163,-0.058641,1.593572,-0.000381,0.000624,-0.003486,0.003163,-0.000080
0.077000,-0.063206,-0.081893,1.574357,-0.000772,0.000799,-0.003364,0.003487,-0.001053
0.077500,-0.045339,-0.057749,1.633127,-0.000745,0.000683,-0.003684,0.003811,-0.004296
0.078000,-0.043294,-0.049359,1.633585,-0.000558,0.000913,-0.003538,0.000244,0.000244
0.078500,-0.015182,-0.054456,1.615534,-0.000885,0.000705,-0.003675,0.003163,-0.002674
0.079000,-0.045366,-0.036550,1.622977,-0.000496,0.000590,-0.003762,0.003487,-0.002674
0.079500,-0.053505,-0.088306,1.656212,-0.000340,0.000350,-0.003976,0.003487,-0.000404
0.080000,-0.033480,-0.057937,1.624750,-0.000665,0.000892,-0.004100,0.003811,-0.003323
0.080500,-0.027379,-0.045180,1.635082,-0.000740,0.000438,-0.003985,0.003487,-0.000080
0.081000,-0.037331,-0.051067,1.642426,-0.001232,0.000556,-0.003767,0.003487,-0.001702
0.081500,-0.019366,-0.070972,1.631504,-0.000504,0.000456,-0.004045,0.002514,-0.002350
0.082000,-0.009285,-0.046194,1.645382,-0.000139,0.000576,-0.003862,0.002514,-0.001053
0.082500,-0.021272,-0.067180,1.608874,-0.000202,0.000353,-0.003877,0.002514,-0.003972
0.083000,-0.031385,-0.087846,1.644662,-0.001434,-0.000012,-0.004091,0.002190,-0.000729
0.083500,-0.025431,-0.076829,1.655022,-0.000715,0.000934,-0.003988,0.002838,-0.000080
0.084000,-0.033541,-0.076655,1.661755,-0.000428,0.001197,-0.004071,0.002514,-0.002999
0.084500,-0.021425,-0.050901,1.655047,-0.000626,0.001313,-0.003919,0.002514,-0.001377
0.085000,-0.033214,-0.074254,1.633251,-0.000836,0.000621,-0.003546,0.002514,-0.003323
0.085500,-0.033332,-0.100232,1.649231,-0.000880,0.000687,-0.003777,0.003163,-0.002674
0.086000,-0.041336,-0.076636,1.646418,-0.000612,0.000362,-0.003746,0.003487,-0.000729
0.086500,-0.045333,-0.074321,1.680354,-0.000919,0.000742,-0.003546,0.002838,-0.002674
0.087000,-0.033178,-0.055302,1.633729,-0.000687,0.000859,-0.003397,0.004136,-0.001377
0.087500,-0.021136,-0.083757,1.636525,-0.000564,0.000084,-0.003575,0.002838,-0.002026
0.088000,-0.051279,-0.086456,1.627979,0.000145,0.000994,-0.003407,0.002838,-0.002999
0.088500,-0.057402,-0.076251,1.623577,-0.000228,0.000506,-0.003749,0.003487,0.000568
0.089000,-0.025215,-0.069627,1.615965,-0.000539,0.000186,-0.003741,0.003163,-0.002674
0.089500,-0.049331,-0.071664,1.626795,-0.000675,0.000904,-0.003604,0.002838,0.000244
0.090000,-0.035243,-0.082397,1.602782,-0.000743,0.000555,-0.003691,0.002190,-0.001377
0.090500,-0.025159,-0.074064,1.606472,-0.000466,0.000684,-0.003542,0.002514,-0.003972
0.091000,-0.023134,-0.089648,1.616198,-0.000832,0.000185,-0.003608,0.003487,-0.000080
0.091500,-0.031200,-0.106405,1.656241,-0.001335,-0.000008,-0.003646,0.002514,-0.002999
0.092000,-0.075493,-0.106316,1.649496,-0.002069,0.000529,-0.003829,0.002514,-0.002350
0.092500,-0.037197,-0.088184,1.623547,-0.000813,0.000815,-0.003466,0.001866,-0.001377
0.093000,-0.045183,-0.102505,1.626956,-0.001262,0.000320,-0.003479,0.002514,-0.004296
0.093500,-0.033006,-0.076063,1.594692,-0.000281,0.000617,-0.003153,0.003487,-0.001053
0.094000,-0.055074,-0.093749,1.608498,-0.000924,0.000700,-0.003083,0.003163,-0.002350
0.094500,-0.063107,-0.091213,1.605542,-0.000719,0.000798,-0.003055,0.003811,-0.002026
0.095000,-0.050931,-0.067789,1.595896,-0.000742,0.000472,-0.002851,0.002514,-0.002350
0.095500,-0.034898,-0.067932,1.598525,-0.001030,0.000990,-0.002843,0.003811,-0.003972
0.096000,-0.034930,-0.077185,1.547826,-0.000527,0.000497,-0.003131,0.002838,-0.000404
0.096500,-0.055117,-0.077003,1.574934,-0.000278,0.000745,-0.003217,0.002514,-0.002026
0.097000,-0.057196,-0.075952,1.581081,-0.000554,0.000980,-0.003329,0.003487,-0.003647
0.097500,-0.047096,-0.058594,1.570750,-0.000799,0.000505,-0.003326,0.002514,0.001217
0.098000,-0.045237,-0.071762,1.620268,-0.000819,0.000579,-0.003522,0.003163,-0.004296
0.098500,-0.033162,-0.092894,1.593051,-0.000938,0.000798,-0.003525,0.002190,-0.001053
0.099000,-0.023296,-0.070594,1.615679,-0.000309,0.000918,-0.003789,0.002838,-0.001053
0.099500,-0.037153,-0.081137,1.603508,-0.000826,0.000566,-0.003467,0.002838,-0.003323
0.100000,-0.037193,-0.095587,1.629772,-0.001324,0.000382,-0.003559,0.003163,-0.001053
0.100500,-0.047258,-0.063468,1.633899,-0.000724,0.000778,-0.003461,0.002190,-0.002999
0.101000,-0.051366,-0.051889,1.650062,-0.001083,0.001103,-0.003570,0.002190,-0.002026
0.101500,-0.007055,-0.066528,1.635685,-0.001559,0.000587,-0.003483,0.003163,-0.000080
0.102000,-0.029144,-0.076529,1.633708,-0.000427,0.000181,-0.003490,0.002838,-0.004620
0.102500,-0.075429,-0.098786,1.654092,-0.001272,0.000792,-0.003567,0.003163,0.000568
0.103000,-0.063220,-0.096380,1.617671,-0.001267,0.000503,-0.003371,0.003487,-0.002999
0.103500,-0.035239,-0.082199,1.647251,-0.000122,0.000572,-0.003516,0.002190,-0.003323
0.104000,-0.047418,-0.061432,1.673091,-0.001040,0.001027,-0.003682,0.002838,-0.000729
0.104500,-0.029239,-0.076756,1.636086,-0.000947,0.000545,-0.003659,0.002838,-0.003323
0.105000,-0.043308,-0.079893,1.636834,-0.000578,0.000954,-0.003574,0.002514,-0.002350
0.105500,-0.043199,-0.094061,1.613621,-0.000844,0.000522,-0.003501,0.003811,-0.000080
0.106000,-0.041323,-0.079061,1.632782,-0.000862,0.000339,-0.003777,0.003163,-0.002999
0.106500,-0.049429,-0.083765,1.649352,-0.001022,0.000691,-0.003834,0.002838,0.000568
0.107000,-0.027259,-0.084843,1.619129,-0.000804,0.000813,-0.003714,0.002838,-0.000729
0.107500,-0.027160,-0.063504,1.589547,-0.000740,0.000888,-0.003540,0.002514,-0.002350
0.108000,-0.029008,-0.081019,1.611049,-0.000543,0.000405,-0.003211,0.002838,-0.000729
0.108500,-0.035157,-0.110696,1.636914,-0.001072,0.000511,-0.003447,0.003163,-0.002674
0.109000,-0.063225,-0.072616,1.628304,-0.000762,0.000818,-0.003245,0.002514,-0.001053
0.109500,-0.044988,-0.085595,1.605147,-0.000886,0.000529,-0.003023,0.002190,-0.001702
0.110000,-0.020938,-0.085547,1.604616,-0.000287,0.000634,-0.003094,0.003811,-0.001702
0.110500,-0.027092,-0.077634,1.634031,-0.000385,0.000251,-0.003377,0.003163,-0.000729
0.111000,-0.067301,-0.098347,1.638414,-0.000239,0.000515,-0.003393,0.003163,-0.004620
0.111500,-0.029195,-0.079222,1.632621,-0.001662,0.001023,-0.003519,0.002838,-0.001377
0.112000,-0.061261,-0.078482,1.621254,-0.000655,0.000836,-0.003358,0.002838,-0.001053
0.112500,-0.061247,-0.068881,1.604630,-0.000744,0.001524,-0.003239,0.002838,-0.003647
0.113000,-0.037136,-0.090436,1.610663,-0.000218,-0.000044,-0.003499,0.002514,-0.000404
0.113500,-0.034963,-0.100943,1.598045,-0.000600,0.000090,-0.003167,0.003487,-0.002999
0.114000,-0.034736,-0.103004,1.562547,-0.000563,-0.000047,-0.002777,0.003163,-0.001377
0.114500,-0.028873,-0.118821,1.580918,-0.001123,-0.000234,-0.003177,0.001866,0.000568
0.115000,-0.048941,-0.083182,1.564972,-0.001159,0.000557,-0.002999,0.001541,-0.003647
0.115500,-0.033039,-0.090270,1.600958,-0.000776,0.001097,-0.003155,0.001541,0.001866
0.116000,-0.012906,-0.097339,1.577221,-0.000544,0.000874,-0.003152,0.002190,-0.001377
0.116500,-0.032900,-0.097198,1.591904,-0.000390,0.000350,-0.002993,0.000244,-0.003647
0.117000,-0.029004,-0.106915,1.593947,-0.000823,0.000447,-0.003277,0.001866,-0.000080
0.117500,-0.065076,-0.083160,1.612426,-0.000677,0.000033,-0.003088,0.002514,-0.002999
0.118000,-0.047087,-0.077426,1.624903,-0.000841,0.000701,-0.003130,0.001866,-0.001702
0.118500,-0.026918,-0.070704,1.631420,-0.001003,0.000143,-0.003042,0.003163,-0.002026
0.119000,-0.026980,-0.070639,1.637954,-0.000767,0.000279,-0.003124,0.003163,-0.003323
0.119500,-0.049098,-0.097623,1.634749,-0.000948,0.000060,-0.003255,0.003163,-0.001053
0.120000,-0.045093,-0.090310,1.597823,-0.000447,0.000142,-0.003334,0.003163,-0.003323
0.120500,-0.039047,-0.065826,1.614523,-0.000694,0.000154,-0.003241,0.003163,-0.001377
0.121000,-0.065145,-0.080905,1.598238,-0.001044,0.000424,-0.003227,0.003163,-0.000404
0.121500,-0.043223,-0.079839,1.579784,-0.000820,0.000822,-0.003580,0.002514,-0.003647
0.122000,-0.021036,-0.083469,1.617175,-0.000513,0.000498,-0.003320,0.002190,0.001217
0.122500,-0.025027,-0.092729,1.610809,-0.000419,0.000551,-0.003267,0.003811,-0.001702
0.123000,-0.061320,-0.083290,1.610605,-0.000592,0.000508,-0.003587,0.003487,-0.001702
0.123500,-0.063279,-0.079936,1.620701,-0.001321,0.000856,-0.003419,0.002838,-0.001053
0.124000,-0.027322,-0.080163,1.635635,-0.000871,0.001197,-0.003737,0.003163,-0.003323
0.124500,-0.029173,-0.064659,1.630268,-0.000550,0.000894,-0.003425,0.003487,-0.000080
0.125000,-0.027080,-0.084675,1.654441,-0.000324,0.000252,-0.003293,0.003811,0.000244
0.125500,-0.027178,-0.096720,1.656696,-0.000860,0.000374,-0.003523,0.003811,-0.003323
0.126000,-0.051257,-0.089474,1.643873,-0.001187,0.000733,-0.003445,0.003487,0.001866
0.126500,-0.029028,-0.067093,1.647913,-0.000839,0.000620,-0.003120,0.003163,-0.002999
0.127000,-0.023089,-0.075247,1.633801,-0.000793,0.001142,-0.003257,0.002514,-0.001377
0.127500,-0.021050,-0.088426,1.633620,-0.000821,0.000226,-0.003381,0.003163,-0.002026
0.128000,-0.065195,-0.096945,1.612133,-0.000325,0.000946,-0.003166,0.002514,-0.004296
0.128500,-0.037111,-0.087905,1.556745,-0.000585,0.000680,-0.003470,0.002514,-0.000080
0.129000,-0.018864,-0.068214,1.563872,-0.000863,0.000128,-0.003183,0.002838,-0.003323
0.129500,-0.061099,-0.074052,1.570822,-0.001765,0.000684,-0.003227,0.002190,-0.003647
0.130000,-0.035029,-0.094003,1.607624,-0.000798,0.000337,-0.003247,0.002514,0.001541
0.130500,-0.018970,-0.096173,1.607634,-0.000297,0.000655,-0.003181,0.002514,-0.004296
0.131000,-0.035136,-0.089246,1.624033,-0.000583,0.000718,-0.003353,0.002514,-0.000729
0.131500,-0.049210,-0.107120,1.610130,-0.001240,0.000373,-0.003539,0.003163,-0.001702
0.132000,-0.034947,-0.080085,1.641704,-0.001187,0.000277,-0.002991,0.002838,-0.003647
0.132500,-0.038945,-0.096729,1.638095,-0.001697,0.000119,-0.003030,0.001217,-0.000080
0.133000,0.027360,-0.059926,1.614351,-0.000029,0.000592,-0.002844,0.003811,-0.004620
0.133500,-0.032983,-0.083016,1.642488,0.000208,0.000417,-0.002982,0.003163,-0.000404
0.134000,-0.054983,-0.096009,1.622748,-0.000791,0.000560,-0.002859,0.004460,0.000893
0.134500,-0.055008,-0.093527,1.588958,-0.000549,0.000532,-0.002999,0.003163,-0.002674
0.135000,-0.042804,-0.086349,1.562797,-0.000423,0.000404,-0.002742,0.003163,0.001541
0.135500,-0.028887,-0.076209,1.605071,-0.000842,0.000764,-0.002900,0.004136,-0.003323
0.136000,-0.034883,-0.098254,1.585526,-0.000161,0.000222,-0.002966,0.003811,-0.001377
0.136500,-0.046938,-0.105166,1.602806,-0.000140,0.000430,-0.002885,0.004136,-0.000080
0.137000,-0.038752,-0.093746,1.586147,-0.000697,-0.000249,-0.002749,0.004136,-0.002674
0.137500,-0.036907,-0.083433,1.598330,-0.000788,-0.000235,-0.003082,0.002838,-0.000080
0.138000,-0.053110,-0.095308,1.617725,-0.001499,0.000530,-0.003228,0.003163,-0.003323
0.138500,-0.039114,-0.091749,1.627425,-0.001017,0.000609,-0.003302,0.003487,-0.003323
0.139000,-0.039083,-0.070128,1.601360,-0.000199,0.000786,-0.003207,0.002190,-0.001053
