"Time (s)","Fx (N)","Fy (N)","Fz (N)","Tx (Nm)","Ty (Nm)","Tz (Nm)","AI7 (V)","AI8 (V)"
0.345500,-0.047216,-0.075044,1.603879,-0.000647,0.000867,-0.003437,0.003811,-0.003972
0.346000,-0.029193,-0.074329,1.622979,-0.000748,0.000267,-0.003632,0.002838,-0.002674
0.346500,-0.053248,-0.052953,1.606947,-0.001186,0.000842,-0.003464,0.001866,-0.001702
0.347000,-0.031203,-0.072926,1.606358,-0.000692,0.000803,-0.003572,0.002514,-0.003972
0.347500,-0.030966,-0.056283,1.581062,-0.000463,0.000159,-0.003208,0.002514,0.000244
0.348000,-0.061153,-0.068952,1.628883,-0.000600,0.000885,-0.003073,0.001866,-0.001377
0.348500,-0.059157,-0.091596,1.611310,-0.000962,0.000255,-0.003312,0.003163,-0.001377
0.349000,-0.061182,-0.047878,1.591339,-0.000825,0.000910,-0.003239,0.001866,-0.000080
0.349500,-0.045049,-0.064221,1.618777,-0.000348,0.000872,-0.003009,0.001541,-0.002674
0.350000,-0.000895,-0.059950,1.613854,-0.000489,0.000924,-0.003106,0.003163,-0.002674
0.350500,-0.008959,-0.062252,1.644466,-0.000072,0.000551,-0.003136,0.003163,-0.002350
0.351000,-0.051271,-0.074658,1.631518,0.000209,0.001099,-0.003346,0.002514,-0.002674
0.351500,-0.071305,-0.065315,1.618343,-0.000673,0.001440,-0.003240,0.003163,0.001217
0.352000,-0.041106,-0.036124,1.631840,0.000031,0.000530,-0.003168,0.001541,-0.002350
0.352500,-0.017001,-0.034097,1.613974,-0.000442,0.000674,-0.003218,0.003487,-0.001377
0.353000,0.005094,-0.049775,1.616441,-0.000538,0.000004,-0.003362,0.001541,-0.001053
0.353500,-0.023145,-0.096140,1.616981,-0.000109,0.001007,-0.003430,0.003487,-0.002674
0.354000,-0.040972,-0.085374,1.568192,-0.000470,0.000532,-0.003105,0.003811,-0.000404
0.354500,-0.028933,-0.083576,1.590853,-0.000843,-0.000252,-0.003248,0.002838,-0.003647
0.355000,-0.057191,-0.073595,1.587915,-0.000493,0.000950,-0.003299,0.001541,-0.002350
0.355500,-0.038984,-0.070317,1.567648,-0.001003,0.000769,-0.003129,0.001866,-0.000080
0.356000,-0.018885,-0.058478,1.560853,-0.000573,0.000921,-0.003059,0.002514,-0.004620
0.356500,-0.034834,-0.074654,1.552027,-0.000508,0.000770,-0.002847,0.001866,-0.000404
0.357000,-0.054952,-0.095882,1.565497,-0.000845,0.000593,-0.002947,0.003487,-0.004620
0.357500,-0.061028,-0.087855,1.612478,-0.000890,0.000345,-0.002974,0.002838,-0.002026
0.358000,-0.035045,-0.065346,1.621907,0.000017,0.000922,-0.003060,0.001866,-0.000080
0.358500,-0.012971,-0.081391,1.630269,-0.001160,0.000732,-0.003205,0.003163,-0.003323
0.359000,-0.049224,-0.066762,1.638026,-0.000128,0.000480,-0.003377,0.002514,-0.001377
0.359500,-0.037112,-0.109095,1.627850,-0.000309,0.000514,-0.003303,0.003163,-0.001377
0.360000,-0.047172,-0.084615,1.627627,-0.000695,0.000317,-0.003387,0.003487,-0.003323
0.360500,-0.025163,-0.048320,1.640284,-0.000326,0.000448,-0.003477,0.003487,-0.000729
0.361000,-0.045370,-0.072230,1.652595,-0.001385,0.000529,-0.003777,0.002514,-0.002999
0.361500,-0.008980,-0.074240,1.606618,-0.000614,0.000344,-0.003372,0.003163,-0.001053
0.362000,-0.015155,-0.070585,1.599248,-0.000407,0.000818,-0.003621,0.002514,-0.000729
0.362500,-0.039219,-0.091720,1.616728,-0.000739,0.000608,-0.003554,0.003163,-0.005593
0.363000,-0.027158,-0.078182,1.622500,-0.001475,0.000182,-0.003637,0.001866,0.002190
0.363500,-0.057244,-0.074004,1.624208,-0.001010,0.000760,-0.003386,0.003487,-0.000080
0.364000,-0.043350,-0.065996,1.632837,-0.001070,0.001175,-0.003656,0.001217,-0.001377
0.364500,0.002981,-0.069824,1.646170,-0.000593,0.000271,-0.003477,0.001217,0.002190
0.365000,-0.035178,-0.075142,1.640762,-0.000506,0.000931,-0.003345,0.003811,-0.003647
0.365500,-0.041264,-0.097832,1.656836,-0.000907,0.000372,-0.003585,0.004136,0.001217
0.366000,-0.063258,-0.084618,1.637879,-0.000968,0.000411,-0.003393,0.003487,0.000893
0.366500,-0.065335,-0.057238,1.648317,-0.000303,0.000983,-0.003348,0.002190,-0.003323
0.367000,-0.001138,-0.055331,1.642805,-0.000277,0.001416,-0.003462,0.002838,0.000244
0.367500,-0.031125,-0.051571,1.607158,-0.000575,0.001123,-0.003310,0.003487,-0.001377
0.368000,-0.045190,-0.090245,1.624375,-0.000488,0.000941,-0.003326,0.003811,-0.002350
0.368500,-0.039101,-0.091829,1.624080,-0.000832,0.000000,-0.003390,0.003487,0.000244
0.369000,-0.037156,-0.064614,1.613867,-0.000503,0.000472,-0.003433,0.003811,-0.004296
0.369500,-0.029055,-0.081180,1.610441,-0.000968,0.000658,-0.003296,0.003811,-0.000404
0.370000,-0.019103,-0.089585,1.595963,-0.000835,0.000329,-0.003606,0.002190,-0.002674
0.370500,-0.019174,-0.063464,1.623166,-0.000222,0.000862,-0.003533,0.003487,-0.001702
0.371000,-0.029167,-0.095366,1.636747,-0.000853,0.000717,-0.003466,0.004136,-0.000080
0.371500,-0.031291,-0.061332,1.622629,-0.000539,0.000520,-0.003766,0.001866,-0.002026
0.372000,-0.043093,-0.082558,1.617264,-0.001299,0.000052,-0.003364,0.001866,0.000893
0.372500,-0.023035,-0.091805,1.613587,-0.001026,0.000739,-0.003296,0.002514,-0.001702
0.373000,-0.029082,-0.071811,1.633977,-0.000915,0.000762,-0.003262,0.003487,-0.002350
0.373500,-0.033088,-0.081041,1.634354,-0.000725,0.000869,-0.003208,0.003487,-0.000729
0.374000,-0.057013,-0.097063,1.575362,-0.000850,0.000770,-0.003002,0.003487,-0.003972
0.374500,-0.065090,-0.096778,1.599392,-0.000463,0.001251,-0.002912,0.001866,-0.000080
0.375000,-0.059083,-0.077012,1.609098,-0.000550,0.001043,-0.002962,0.003163,-0.000404
0.375500,-0.036857,-0.092650,1.595379,-0.001020,0.000488,-0.002855,0.002838,-0.002674
0.376000,-0.018865,-0.084536,1.625045,-0.000514,0.000374,-0.002955,0.002838,0.002190
0.376500,-0.037045,-0.097206,1.601306,-0.000482,0.000871,-0.003159,0.004460,-0.001702
0.377000,-0.032962,-0.097206,1.591482,-0.000485,0.000683,-0.003075,0.003811,-0.000080
0.377500,-0.026964,-0.075160,1.590845,-0.000750,0.000477,-0.003182,0.001866,0.001217
0.378000,-0.053156,-0.078591,1.614495,-0.001174,0.001155,-0.003188,0.002190,-0.003972
0.378500,-0.027128,-0.096424,1.613335,-0.000815,0.000845,-0.003437,0.001866,-0.001053
0.379000,-0.017094,-0.073836,1.596760,0.000002,0.000799,-0.003452,0.001541,-0.001702
0.379500,-0.019047,-0.103354,1.613739,-0.000384,0.000631,-0.003352,0.003163,-0.000729
0.380000,-0.021038,-0.116764,1.623243,-0.001067,-0.000090,-0.003478,0.003163,0.001541
0.380500,-0.059212,-0.091551,1.621260,-0.000680,0.000251,-0.003394,0.002190,-0.002674
0.381000,-0.038995,-0.105662,1.594478,-0.001045,0.000589,-0.003140,0.002838,-0.001053
0.381500,-0.016917,-0.076401,1.627915,-0.000567,0.000470,-0.003064,0.004460,-0.004620
0.382000,-0.007011,-0.094131,1.636928,-0.000432,0.000668,-0.003315,0.002838,-0.002999
0.382500,-0.055162,-0.112701,1.634815,-0.000976,0.000680,-0.003228,0.003163,0.002838
0.383000,-0.051055,-0.100780,1.605077,-0.000870,0.000735,-0.003084,0.002190,-0.000729
0.383500,-0.030806,-0.074743,1.616355,-0.000218,0.000518,-0.002673,0.001866,-0.000404
0.384000,-0.029049,-0.078974,1.644102,-0.001232,0.000767,-0.003181,0.002514,0.000568
0.384500,-0.045023,-0.083468,1.652140,-0.000684,-0.000084,-0.003079,0.002514,-0.002026
0.385000,-0.053279,-0.099762,1.637516,-0.000676,0.000854,-0.003445,0.002514,-0.000729
0.385500,-0.053184,-0.104355,1.607719,-0.000750,0.000775,-0.003337,0.003487,-0.001702
0.386000,-0.029016,-0.097647,1.627618,-0.000770,0.000220,-0.003246,0.002514,-0.000404
0.386500,-0.026977,-0.087022,1.634578,-0.000946,0.000674,-0.003070,0.002838,-0.000404
0.387000,-0.019022,-0.110649,1.627041,-0.000704,0.000250,-0.003358,0.002838,-0.002999
0.387500,-0.041166,-0.080841,1.620984,-0.000488,0.001052,-0.003293,0.002838,-0.000729
0.388000,-0.039020,-0.102999,1.601682,-0.000323,0.000717,-0.003105,0.002838,-0.001377
0.388500,-0.040896,-0.099631,1.578454,-0.001011,0.000542,-0.002943,0.000893,-0.001702
0.389000,-0.050965,-0.098363,1.592093,-0.001137,0.000958,-0.002887,0.002190,0.001866
0.389500,-0.042853,-0.091155,1.582551,-0.000867,0.000989,-0.002712,0.002514,-0.001377
0.390000,-0.012867,-0.076350,1.590693,-0.001134,0.001229,-0.002977,0.003163,-0.000729
0.390500,-0.030921,-0.082020,1.618651,-0.000542,0.000636,-0.002929,0.003811,0.000244
0.391000,-0.032947,-0.116311,1.624936,-0.000864,0.000306,-0.003056,0.003487,-0.002026
0.391500,-0.085126,-0.079884,1.573725,0.000243,0.000883,-0.002887,0.002838,0.001217
0.392000,-0.036946,-0.095050,1.632020,-0.001027,0.000872,-0.002879,0.002190,-0.001377
0.392500,-0.054955,-0.101145,1.618649,-0.002040,0.000796,-0.002838,0.002838,-0.000404
0.393000,-0.045129,-0.104782,1.623848,-0.001739,0.001042,-0.003252,0.003163,-0.000404
0.393500,-0.035029,-0.105416,1.648860,-0.000049,0.000578,-0.003045,0.002838,-0.002674
0.394000,-0.028871,-0.092498,1.578278,-0.000696,0.000799,-0.002933,0.003163,0.001541
0.394500,-0.026711,-0.082200,1.575372,-0.001113,0.000014,-0.002770,0.002838,-0.001053
0.395000,-0.034764,-0.086478,1.569190,-0.000847,0.000831,-0.002654,0.002514,-0.001053
0.395500,-0.026892,-0.089020,1.571229,-0.000728,0.000814,-0.003016,0.002838,0.002190
0.396000,-0.018772,-0.093616,1.581995,-0.000376,0.000600,-0.002817,0.002838,-0.002026
0.396500,-0.010693,-0.100564,1.589041,-0.000271,0.000858,-0.002645,0.003487,0.000244
0.397000,-0.030877,-0.112485,1.595182,-0.000797,0.000873,-0.002883,0.003163,-0.001377
0.397500,-0.030871,-0.100699,1.612294,-0.000545,0.000754,-0.002821,0.002190,-0.001702
0.398000,-0.030833,-0.091293,1.636218,-0.000677,0.001024,-0.002619,0.001541,0.002838
0.398500,-0.010805,-0.063479,1.618132,-0.000829,0.000682,-0.002862,0.003163,-0.001377
0.399000,-0.030951,-0.084251,1.615263,-0.000365,0.000856,-0.002955,0.002838,0.000244
0.399500,-0.032828,-0.106689,1.629330,-0.000900,0.000742,-0.002685,0.003487,0.000893
0.400000,-0.047061,-0.117213,1.631970,-0.000765,0.000936,-0.003027,0.003487,-0.001702
0.400500,-0.018808,-0.093885,1.632212,-0.000513,0.000349,-0.002817,0.002838,0.001217
0.401000,-0.045130,-0.076289,1.607502,-0.001074,0.001052,-0.003241,0.003163,-0.004620
0.401500,-0.019095,-0.094193,1.633391,-0.000757,0.000713,-0.003405,0.003163,-0.001053
0.402000,-0.047151,-0.100436,1.615102,-0.000069,0.001283,-0.003156,0.002838,0.003487
0.402500,-0.039168,-0.100762,1.641375,0.000019,0.000628,-0.003326,0.003811,-0.000729
0.403000,-0.006790,-0.094445,1.641097,-0.001182,-0.000043,-0.002988,0.002838,0.000568
0.403500,-0.037049,-0.099956,1.641346,-0.000823,0.000293,-0.003192,0.002190,0.000244
0.404000,-0.012940,-0.111782,1.640767,-0.001081,0.000991,-0.003071,0.001866,-0.001053
0.404500,-0.010934,-0.072836,1.607272,-0.000601,0.000851,-0.003143,0.001866,0.001866
0.405000,-0.006904,-0.103510,1.671469,-0.000426,0.000530,-0.003008,0.003163,-0.002350
0.405500,-0.035055,-0.117754,1.661224,-0.001103,0.000291,-0.003197,0.003163,-0.000080
0.406000,-0.055191,-0.108094,1.668365,-0.001087,0.000870,-0.003167,0.002190,0.001541
0.406500,-0.026809,-0.112731,1.639204,-0.000655,0.000045,-0.002801,0.001866,-0.001053
0.407000,-0.034792,-0.079588,1.582383,-0.000858,0.000525,-0.002738,0.003163,0.002190
0.407500,-0.016756,-0.085409,1.615987,0.000046,0.000191,-0.002757,0.002514,-0.000080
0.408000,-0.038915,-0.105390,1.612383,-0.000520,0.000553,-0.002883,0.002838,-0.000729
0.408500,-0.034805,-0.086524,1.609603,-0.000561,0.000660,-0.002651,0.003811,0.001217
0.409000,-0.012710,-0.092707,1.612256,-0.000465,0.000067,-0.002762,0.003163,-0.001702
0.409500,-0.034790,-0.079750,1.588882,-0.001187,0.000500,-0.002740,0.003163,0.000568
0.410000,-0.026844,-0.091608,1.588092,-0.001022,0.000376,-0.002965,0.002190,0.000568
0.410500,-0.026907,-0.070195,1.601781,-0.000390,0.000718,-0.002952,0.002190,-0.001377
0.411000,-0.018877,-0.101193,1.617812,-0.000887,0.000165,-0.003077,0.002838,0.001217
0.411500,-0.034892,-0.115224,1.611619,-0.001188,0.000128,-0.003005,0.002838,-0.002026
0.412000,-0.028947,-0.079122,1.634336,-0.001469,0.000191,-0.003104,0.001866,0.001541
0.412500,-0.057045,-0.113289,1.582226,-0.000650,0.001325,-0.002944,0.001866,0.001866
0.413000,-0.027066,-0.086808,1.617358,-0.000899,0.001530,-0.003148,0.002514,-0.001702
0.413500,-0.022884,-0.094046,1.648587,-0.000793,0.000429,-0.002903,0.002514,0.004460
0.414000,-0.046880,-0.107752,1.572101,-0.001191,0.000775,-0.002835,0.002838,0.000244
0.414500,-0.054901,-0.093595,1.599595,-0.000920,0.000534,-0.002748,0.002838,0.000893
0.415000,-0.034719,-0.086346,1.600130,-0.000744,0.001158,-0.002396,0.002514,0.001541
0.415500,-0.018525,-0.074845,1.566406,-0.001025,0.000543,-0.002340,0.003487,0.000893
0.416000,-0.024766,-0.083152,1.602459,-0.000550,0.000381,-0.002734,0.002838,0.000893
0.416500,-0.052959,-0.082713,1.586158,-0.000302,0.000899,-0.002823,0.003163,-0.001702
0.417000,-0.026821,-0.088931,1.581990,-0.000536,0.000645,-0.002847,0.003163,-0.000080
0.417500,-0.026814,-0.084301,1.602276,-0.000556,0.000559,-0.002790,0.002190,0.002514
0.418000,-0.032845,-0.088191,1.594858,-0.001516,0.000551,-0.002883,0.001866,-0.001053
0.418500,-0.038992,-0.089064,1.588008,-0.000769,0.000690,-0.003105,0.002838,0.002838
0.419000,-0.039090,-0.070243,1.628194,-0.000477,0.001007,-0.003121,0.001866,0.001866
0.419500,-0.035010,-0.084311,1.611549,-0.000600,0.001020,-0.003041,0.002514,-0.003647
0.420000,-0.004889,-0.100252,1.623533,-0.001170,0.000474,-0.003183,0.002838,-0.000080
0.420500,-0.051157,-0.114969,1.614437,-0.000992,0.000991,-0.003254,0.001217,0.000568
0.421000,-0.034981,-0.091414,1.608252,-0.000639,0.000747,-0.003046,0.001866,-0.000080
0.421500,0.003283,-0.093266,1.630953,-0.001181,0.000065,-0.002928,0.003163,0.001866
0.422000,-0.000755,-0.095450,1.644812,-0.000579,-0.000222,-0.002956,0.001866,0.000568
0.422500,-0.008924,-0.095317,1.644277,-0.000575,0.000487,-0.003122,0.003163,0.003163
0.423000,-0.041025,-0.094595,1.615552,-0.000179,0.001163,-0.002958,0.002838,0.001541
0.423500,-0.022849,-0.086546,1.670007,0.000380,0.000246,-0.002726,0.002838,0.001541
0.424000,-0.022992,-0.096727,1.644088,-0.000955,-0.000090,-0.003274,0.003163,0.004460
0.424500,-0.025000,-0.104650,1.647947,-0.000617,0.000362,-0.003159,0.002838,-0.000080
0.425000,-0.043187,-0.110362,1.644420,-0.000500,0.000605,-0.003361,0.002838,0.000893
0.425500,-0.027091,-0.086838,1.624118,-0.000292,0.000668,-0.003320,0.002838,0.001217
0.426000,-0.032977,-0.078881,1.611036,-0.001000,0.000100,-0.003189,0.002838,0.000244
0.426500,-0.022953,-0.096603,1.613910,-0.001238,0.000411,-0.003189,0.002514,0.001866
0.427000,-0.020775,-0.121085,1.594837,-0.001039,-0.000006,-0.002947,0.001541,-0.000080
0.427500,-0.014741,-0.110392,1.608511,-0.000980,0.000560,-0.002767,0.002838,0.000244
0.428000,-0.034837,-0.107960,1.581786,-0.001058,0.000291,-0.002918,0.002838,0.001541
0.428500,-0.042969,-0.117475,1.587873,-0.001294,0.000399,-0.003120,0.001866,-0.000080
0.429000,-0.046988,-0.112687,1.601644,-0.001123,0.000444,-0.003062,0.001866,0.003163
0.429500,-0.032811,-0.108748,1.579022,-0.000729,0.001076,-0.002713,0.001866,0.001866
0.430000,-0.006850,-0.101071,1.621004,-0.000794,0.000867,-0.002982,0.003163,0.001541
0.430500,-0.014802,-0.093740,1.622150,-0.000280,0.000573,-0.002813,0.003163,0.003163
0.431000,-0.030938,-0.110086,1.635698,-0.000123,0.000531,-0.002935,0.003487,-0.001702
0.431500,-0.049003,-0.099568,1.602007,-0.000723,0.000529,-0.003027,0.003163,0.003811
0.432000,-0.032926,-0.073851,1.645782,-0.000447,0.000447,-0.002870,0.002838,0.000244
0.432500,-0.028793,-0.090578,1.615259,-0.001573,0.000610,-0.002741,0.003163,-0.001053
0.433000,-0.012791,-0.069096,1.605264,-0.000108,0.000247,-0.002892,0.002514,0.002514
0.433500,-0.045016,-0.104179,1.601950,-0.000374,0.000504,-0.003082,0.002838,-0.001053
0.434000,-0.040822,-0.085193,1.532029,-0.000657,0.000646,-0.002855,0.003163,-0.001702
0.434500,-0.014740,-0.096369,1.577991,-0.000913,0.000060,-0.002937,0.002838,0.003811
0.435000,-0.046881,-0.089001,1.568686,-0.001187,0.000657,-0.002859,0.002514,0.000244
0.435500,-0.026615,-0.105357,1.549244,-0.001046,0.000465,-0.002550,0.001866,0.004136
0.436000,-0.010693,-0.091517,1.564713,-0.001029,0.000671,-0.002790,0.002838,0.002838
0.436500,-0.042674,-0.100315,1.536537,-0.000777,0.000691,-0.002495,0.002514,0.001541
0.437000,-0.038860,-0.122015,1.578425,-0.001177,0.000459,-0.002923,0.002190,0.001866
0.437500,-0.053028,-0.071473,1.594966,-0.001512,0.001321,-0.002935,0.002190,-0.000080
0.438000,-0.036971,-0.090212,1.605013,-0.000772,0.000898,-0.002989,0.000893,0.003487
0.438500,-0.016764,-0.088144,1.611779,-0.001050,0.000508,-0.002790,0.002514,0.001541
0.439000,-0.018874,-0.103475,1.628104,-0.000755,0.000246,-0.003019,0.002838,0.000244
0.439500,-0.045084,-0.113511,1.649071,-0.000133,0.000888,-0.003021,0.003163,0.003811
0.440000,-0.041151,-0.088105,1.641080,-0.000665,0.000641,-0.003298,0.003487,-0.000080
0.440500,-0.029026,-0.080918,1.634814,-0.000349,0.000676,-0.003122,0.002190,0.001541
0.441000,-0.006930,-0.061508,1.650485,-0.001242,0.000854,-0.003083,0.003811,0.002838
0.441500,-0.029287,-0.088342,1.622434,-0.000868,0.001020,-0.003715,0.002514,0.001541
0.442000,-0.006876,-0.077240,1.618205,0.000270,0.000571,-0.003027,0.002838,0.003487
0.442500,-0.026931,-0.089031,1.618540,-0.000206,0.000447,-0.003013,0.004136,0.003487
0.443000,-0.035054,-0.082114,1.631495,-0.000355,0.000436,-0.003183,0.003163,0.002190
0.443500,-0.061154,-0.073816,1.598075,-0.001008,0.000729,-0.003221,0.002838,0.004136
0.444000,-0.029045,-0.095367,1.644235,-0.000990,0.000523,-0.003215,0.003163,0.001866
0.444500,0.001005,-0.087183,1.656820,-0.000676,0.001117,-0.003223,0.003811,0.004136
0.445000,-0.014873,-0.108054,1.628116,-0.000592,0.000555,-0.002988,0.003163,-0.000729
0.445500,-0.012867,-0.114109,1.637933,-0.000812,0.000382,-0.003019,0.003487,-0.001053
0.446000,-0.041016,-0.099763,1.635169,-0.000864,0.000675,-0.003022,0.003163,0.001866
0.446500,-0.020879,-0.101867,1.649163,-0.000174,0.000911,-0.002785,0.002838,-0.000080
0.447000,-0.012766,-0.071551,1.605067,-0.000870,0.000918,-0.002751,0.003163,0.002514
0.447500,-0.012799,-0.094955,1.622070,-0.000147,0.000312,-0.002871,0.003487,0.002190
0.448000,-0.040974,-0.104204,1.615456,-0.000700,0.001007,-0.002909,0.004136,0.000893
0.448500,-0.024908,-0.090072,1.625562,-0.000068,0.000737,-0.002897,0.003811,0.002514
0.449000,-0.018794,-0.082142,1.588250,-0.000647,0.000239,-0.002931,0.003811,0.000244
0.449500,-0.010824,-0.077507,1.584246,-0.000675,0.000496,-0.003037,0.003163,0.002190
0.450000,-0.026812,-0.093954,1.591685,-0.000987,0.000238,-0.002911,0.002838,0.002190
0.450500,-0.030915,-0.089029,1.611954,-0.000532,0.000666,-0.002931,0.003487,0.000568
0.451000,-0.002863,-0.108470,1.616910,-0.000888,-0.000005,-0.003243,0.004136,0.004460
0.451500,-0.037058,-0.071291,1.594759,0.000120,0.000303,-0.003265,0.002838,0.001541
0.452000,-0.052937,-0.066272,1.586342,-0.000215,0.000726,-0.002791,0.002190,0.000893
0.452500,-0.022804,-0.067333,1.575992,0.000423,0.000879,-0.002748,0.002514,0.004136
0.453000,0.013290,-0.039669,1.591322,0.000362,0.000552,-0.002898,0.002514,0.000893
0.453500,-0.030764,-0.086626,1.592639,-0.000521,0.000169,-0.002739,0.002190,0.002838
0.454000,-0.052720,-0.083038,1.563223,-0.001431,0.000470,-0.002498,0.002838,0.003811
0.454500,-0.038713,-0.100695,1.586427,-0.000918,0.000252,-0.002580,0.001866,0.000893
0.455000,-0.040797,-0.089874,1.569441,-0.000674,0.000865,-0.002656,0.002190,0.004136
0.455500,-0.010662,-0.084418,1.582007,-0.000707,0.000387,-0.002703,0.003163,0.000568
0.456000,-0.018734,-0.079756,1.592091,-0.000539,0.000015,-0.002819,0.002838,0.003163
0.456500,-0.036843,-0.099511,1.612764,-0.000489,0.000373,-0.002770,0.003487,0.002838
0.457000,-0.022816,-0.089224,1.591578,-0.000823,0.000294,-0.002934,0.003811,0.000568
0.457500,-0.018751,-0.058694,1.595244,-0.000756,0.000202,-0.002812,0.002838,0.005109
0.458000,-0.029008,-0.071720,1.610836,-0.000916,0.000653,-0.003180,0.003487,0.000568
0.458500,-0.006924,-0.080088,1.586530,-0.000788,0.000421,-0.003318,0.003163,0.000893
0.459000,-0.018928,-0.075043,1.607905,-0.000326,0.000563,-0.003091,0.002514,0.002514
0.459500,-0.027049,-0.091458,1.563412,-0.000606,0.000844,-0.003382,0.003811,-0.000729
0.460000,-0.000898,-0.076829,1.606360,-0.001054,0.000221,-0.003317,0.003487,0.004460
0.460500,-0.028941,-0.069327,1.607942,-0.000856,0.000458,-0.003069,0.002190,0.002838
0.461000,-0.012928,-0.078736,1.600571,-0.000633,0.000645,-0.003176,0.002190,0.000568
0.461500,-0.008895,-0.066832,1.600929,-0.000195,0.000612,-0.003113,0.002838,0.002838
0.462000,0.001244,-0.061347,1.631228,-0.000729,0.000224,-0.002916,0.002838,0.000893
0.462500,-0.051045,-0.112584,1.635501,-0.000973,0.000821,-0.002973,0.004136,0.003811
0.463000,-0.022925,-0.080334,1.634220,-0.001245,-0.000093,-0.003159,0.002514,0.004784
0.463500,-0.000909,-0.090478,1.678170,-0.000169,0.000873,-0.002969,0.002190,-0.000080
0.464000,-0.004990,-0.069630,1.650249,-0.000818,0.000842,-0.003223,0.003811,0.004136
0.464500,-0.023048,-0.065973,1.647610,-0.000324,0.000001,-0.003317,0.001866,0.000893
0.465000,-0.029057,-0.080838,1.644936,-0.000159,0.000839,-0.003119,0.002190,0.000893
0.465500,-0.047222,-0.072785,1.630853,-0.000585,0.000670,-0.003408,0.002838,0.004460
0.466000,-0.015017,-0.066200,1.630123,-0.000755,-0.000011,-0.003402,0.002514,0.001217
0.466500,-0.004992,-0.065122,1.626185,-0.001269,0.000737,-0.003339,0.003163,0.001541
0.467000,0.011067,-0.090736,1.609350,-0.000521,0.000677,-0.003394,0.002514,0.002838
0.467500,0.023135,-0.069696,1.636430,0.000103,-0.000099,-0.003385,0.002190,0.000568
0.468000,-0.018963,-0.098600,1.593946,-0.000594,0.000715,-0.003212,0.003487,0.002514
0.468500,-0.008918,-0.086022,1.606884,-0.000815,0.000268,-0.003265,0.002514,-0.000404
0.469000,-0.033039,-0.083343,1.580423,-0.001073,0.001016,-0.003241,0.001541,0.004136
0.469500,-0.002864,-0.084475,1.621121,-0.000192,0.000749,-0.003029,0.001866,0.002838
0.470000,0.017389,-0.077698,1.614606,-0.000588,0.000331,-0.002774,0.002838,0.000244
0.470500,-0.008790,-0.083249,1.628756,0.000053,0.000089,-0.002894,0.002190,0.007054
0.471000,-0.042846,-0.112483,1.602707,-0.000698,0.000167,-0.002807,0.003487,0.001217
0.471500,-0.024859,-0.088016,1.598228,-0.000768,0.000442,-0.002961,0.002838,0.002514
0.472000,-0.014844,-0.065759,1.618281,-0.000371,0.000205,-0.002977,0.002838,0.003163
0.472500,-0.002786,-0.058751,1.624827,-0.000431,0.000519,-0.002884,0.003487,0.000244
0.473000,-0.000914,-0.079077,1.640391,-0.000544,0.000076,-0.003258,0.003163,0.003163
0.473500,-0.034981,-0.108016,1.611443,-0.000588,0.000119,-0.003168,0.003163,0.000244
0.474000,-0.026900,-0.084199,1.547740,-0.000332,0.000535,-0.003129,0.003163,0.002190
0.474500,-0.020834,-0.085582,1.567965,-0.000294,-0.000081,-0.003103,0.002190,0.004784
0.475000,-0.026771,-0.063345,1.554766,-0.001158,0.000423,-0.002875,0.002514,0.000244
0.475500,0.001218,-0.082249,1.563570,-0.000755,0.000680,-0.003091,0.001541,0.003487
0.476000,-0.004862,-0.071575,1.587372,-0.000131,0.000316,-0.003172,0.001541,0.001217
0.476500,-0.020734,-0.085433,1.551750,-0.000572,0.000364,-0.002849,0.002838,0.001217
0.477000,-0.026841,-0.089515,1.584386,-0.001157,-0.000313,-0.003112,0.002514,0.003487
0.477500,-0.022944,-0.075314,1.580403,-0.000897,0.000209,-0.003269,0.002190,0.001217
0.478000,-0.016897,-0.073939,1.573921,-0.000796,0.000780,-0.003121,0.002190,0.002838
0.478500,0.011207,-0.060091,1.596821,-0.000592,0.000637,-0.003106,0.002838,0.007379
0.479000,-0.014942,-0.075325,1.620761,-0.000659,0.000405,-0.003177,0.002514,0.002514
0.479500,-0.047140,-0.089194,1.594042,-0.000863,0.000627,-0.003361,0.003487,0.002190
0.480000,-0.047046,-0.046778,1.621997,-0.000678,0.000742,-0.003008,0.003487,0.002514
0.480500,-0.017043,-0.064757,1.640572,-0.000600,0.000742,-0.003254,0.002838,0.001541
0.481000,-0.022862,-0.056555,1.614703,-0.001118,0.000393,-0.002952,0.002838,0.002838
0.481500,-0.031077,-0.067810,1.580732,-0.000054,0.000657,-0.003345,0.002514,-0.000404
0.482000,-0.059405,-0.091942,1.646547,-0.001200,0.000560,-0.003730,0.002190,0.001866
0.482500,-0.069443,-0.116089,1.586520,-0.000672,0.000792,-0.003824,0.003487,0.000893
0.483000,-0.033366,-0.090286,1.595795,0.000152,0.000815,-0.003910,0.002190,0.000244
0.483500,-0.017103,-0.062723,1.626122,-0.001159,0.000639,-0.003483,0.002514,0.001866
0.484000,-0.005254,-0.065202,1.634721,-0.000946,0.000984,-0.003840,0.002838,-0.000729
0.484500,-0.015183,-0.054092,1.578811,-0.000511,0.001145,-0.003671,0.001866,0.001866
0.485000,-0.019018,-0.070483,1.586838,-0.000450,0.000483,-0.003373,0.001866,0.003811
0.485500,-0.015051,-0.089516,1.619952,-0.000643,0.000412,-0.003433,0.002190,0.000568
0.486000,-0.045222,-0.076447,1.613559,-0.000938,0.000693,-0.003496,0.001866,0.003163
