"Time (s)","Fx (N)","Fy (N)","Fz (N)","Tx (Nm)","Ty (Nm)","Tz (Nm)","AI7 (V)","AI8 (V)"
2.312000,-0.252154,0.154741,-0.204523,0.004604,0.004111,-0.003606,0.003163,-0.001702
2.312500,-0.262287,0.141534,-0.188485,0.004068,0.004069,-0.003812,0.002190,-0.001053
2.313000,-0.270302,0.157868,-0.208869,0.003310,0.004449,-0.003784,0.002514,-0.000080
2.313500,-0.260254,0.165781,-0.182271,0.003301,0.003862,-0.003810,0.002514,-0.002026
2.314000,-0.282481,0.143642,-0.128388,0.003158,0.004850,-0.003785,0.002838,0.000568
2.314500,-0.274464,0.126960,-0.149430,0.002592,0.004985,-0.003903,0.002838,-0.001702
2.315000,-0.268412,0.132717,-0.132627,0.002389,0.005086,-0.003786,0.003163,-0.001053
2.315500,-0.274439,0.141007,-0.101952,0.002395,0.005363,-0.003641,0.002190,0.000568
2.316000,-0.254271,0.140729,-0.081857,0.002200,0.005083,-0.003468,0.002838,-0.001702
2.316500,-0.268345,0.144118,-0.061754,0.001430,0.005582,-0.003387,0.002838,0.000568
2.317000,-0.266428,0.116851,-0.052646,0.001049,0.005668,-0.003591,0.002190,-0.000404
2.317500,-0.278397,0.133191,-0.038618,0.000534,0.005596,-0.003397,0.002514,-0.001377
2.318000,-0.270371,0.140249,-0.004820,0.000902,0.005568,-0.003304,0.002190,0.003163
2.318500,-0.286468,0.114335,0.001801,0.000444,0.005647,-0.003375,0.002838,-0.002026
2.319000,-0.276326,0.101271,0.005290,-0.000048,0.005793,-0.003152,0.002838,0.001217
2.319500,-0.262357,0.107025,0.028159,0.000305,0.005733,-0.003283,0.003163,0.000568
2.320000,-0.266283,0.119027,0.069848,0.000617,0.005991,-0.002881,0.003487,-0.001702
2.320500,-0.248171,0.110384,0.079230,0.000047,0.005814,-0.002854,0.002838,-0.001377
2.321000,-0.240026,0.129251,0.069636,-0.000276,0.006343,-0.002534,0.003163,-0.003323
2.321500,-0.266093,0.107115,0.077279,-0.000425,0.006308,-0.002438,0.001866,-0.001377
2.322000,-0.278174,0.128026,0.107409,-0.000917,0.006288,-0.002437,0.002514,-0.001377
2.322500,-0.269862,0.125834,0.109194,-0.000831,0.005909,-0.001876,0.003163,-0.003647
2.323000,-0.273926,0.097705,0.139535,-0.000644,0.006022,-0.001882,0.003163,0.000893
2.323500,-0.265764,0.102264,0.126326,-0.001186,0.006035,-0.001657,0.003487,-0.002026
2.324000,-0.267808,0.105901,0.146716,-0.000787,0.006039,-0.001653,0.002838,-0.003972
2.324500,-0.265629,0.109637,0.154799,-0.000667,0.006078,-0.001229,0.002514,0.001541
2.325000,-0.257529,0.116370,0.191859,-0.001006,0.005753,-0.001058,0.003163,-0.002350
2.325500,-0.251444,0.129339,0.185351,-0.001266,0.006240,-0.000853,0.002190,-0.001053
2.326000,-0.253526,0.104488,0.204967,-0.001349,0.006014,-0.001031,0.001866,0.000893
2.326500,-0.267386,0.117647,0.206734,-0.001455,0.005922,-0.000584,0.002514,-0.000729
2.327000,-0.255337,0.117693,0.240585,-0.000891,0.005789,-0.000491,0.002190,0.000893
2.327500,-0.277364,0.111882,0.248147,-0.001191,0.005644,-0.000363,0.002838,-0.002674
2.328000,-0.257277,0.085638,0.226794,-0.001767,0.005465,-0.000510,0.002514,-0.000729
2.328500,-0.259204,0.094337,0.245088,-0.000914,0.005599,-0.000192,0.003163,-0.002350
2.329000,-0.263304,0.096716,0.275225,-0.000708,0.005783,-0.000245,0.002190,-0.003972
2.329500,-0.239059,0.105955,0.282266,-0.000760,0.005530,0.000045,0.001541,0.000893
2.330000,-0.228995,0.114057,0.285437,-0.000909,0.005581,0.000107,0.001541,-0.002999
2.330500,-0.242950,0.101235,0.259227,-0.001300,0.005534,0.000234,0.001217,-0.000729
2.331000,-0.244851,0.118826,0.270016,-0.001531,0.005456,0.000490,0.001866,0.000568
2.331500,-0.256914,0.121441,0.318113,-0.000752,0.005235,0.000605,0.001866,-0.002350
2.332000,-0.264967,0.107206,0.334758,-0.001197,0.005345,0.000597,0.001866,0.000244
2.332500,-0.240795,0.106882,0.317371,-0.001449,0.004909,0.000599,0.002838,-0.001053
2.333000,-0.252801,0.100283,0.318550,-0.000864,0.005056,0.000766,0.003163,-0.000080
2.333500,-0.260733,0.102975,0.316428,-0.000606,0.005235,0.001048,0.003163,0.000568
2.334000,-0.242631,0.118005,0.339730,-0.000533,0.004902,0.001114,0.002514,-0.002350
2.334500,-0.238526,0.120557,0.306526,-0.000709,0.005433,0.001314,0.002190,0.001866
2.335000,-0.234644,0.108515,0.332365,-0.000636,0.005055,0.001002,0.002514,-0.000080
2.335500,-0.248551,0.123774,0.360550,-0.001057,0.004937,0.001393,0.003487,-0.002026
2.336000,-0.240441,0.126512,0.365015,-0.000056,0.004740,0.001597,0.003163,-0.001053
2.336500,-0.256541,0.110087,0.344657,-0.000468,0.004927,0.001472,0.002190,-0.004296
2.337000,-0.234457,0.101400,0.350346,-0.000715,0.004366,0.001331,0.003163,-0.003647
2.337500,-0.238522,0.111165,0.360935,-0.000001,0.004708,0.001368,0.003163,-0.001702
2.338000,-0.248596,0.114771,0.401717,0.000171,0.004841,0.001455,0.003163,0.000568
2.338500,-0.232443,0.112214,0.415236,0.000106,0.004446,0.001597,0.003163,0.000244
2.339000,-0.206277,0.136764,0.367547,-0.000065,0.004568,0.001611,0.003487,-0.002999
2.339500,-0.224424,0.116802,0.391113,-0.000067,0.004458,0.001487,0.002838,-0.001053
2.340000,-0.232277,0.124055,0.385797,-0.000301,0.004612,0.001907,0.003811,-0.001377
2.340500,-0.234330,0.139564,0.399623,0.000441,0.004553,0.001887,0.002838,-0.004296
2.341000,-0.256475,0.133671,0.406366,0.000184,0.004491,0.001764,0.003163,-0.001377
2.341500,-0.232397,0.131052,0.405471,0.000204,0.004272,0.001657,0.003811,-0.003323
2.342000,-0.228269,0.128958,0.396343,0.000616,0.004163,0.001884,0.004136,-0.002674
2.342500,-0.250377,0.132831,0.431026,0.000937,0.004556,0.002053,0.003811,-0.002026
2.343000,-0.226255,0.141954,0.420234,0.000876,0.004251,0.002004,0.004136,-0.002350
2.343500,-0.198121,0.153607,0.396064,0.001015,0.004307,0.001989,0.003487,0.000893
2.344000,-0.218277,0.127627,0.429594,0.000842,0.003963,0.001832,0.003163,-0.001702
2.344500,-0.230242,0.160835,0.430789,0.000887,0.004430,0.002151,0.003163,-0.000080
2.345000,-0.230258,0.163439,0.441349,0.001561,0.004421,0.002184,0.002514,0.000893
2.345500,-0.238392,0.149247,0.440716,0.001486,0.004309,0.001923,0.003163,-0.003323
2.346000,-0.218286,0.146589,0.429949,0.001458,0.003701,0.001811,0.003487,0.000568
2.346500,-0.234330,0.147031,0.437817,0.001942,0.004007,0.001980,0.004460,-0.001053
2.347000,-0.232333,0.143682,0.441333,0.002068,0.004519,0.002069,0.004136,-0.003972
2.347500,-0.210249,0.161004,0.447356,0.002147,0.004109,0.001995,0.002838,-0.000729
2.348000,-0.192215,0.169288,0.430052,0.002602,0.004193,0.001894,0.002514,-0.004296
2.348500,-0.208216,0.171767,0.396994,0.002430,0.004011,0.001912,0.002190,-0.001053
2.349000,-0.206272,0.186929,0.454055,0.002518,0.004209,0.001980,0.002838,-0.001053
2.349500,-0.224336,0.176931,0.438374,0.003179,0.004503,0.002060,0.001866,-0.002674
2.350000,-0.232491,0.174214,0.454113,0.002649,0.004363,0.001772,0.001866,-0.000404
2.350500,-0.206379,0.184625,0.423094,0.002966,0.003878,0.001612,0.002190,-0.002674
2.351000,-0.218437,0.180090,0.433677,0.003184,0.003863,0.001636,0.003163,-0.000404
2.351500,-0.228396,0.183961,0.431462,0.003402,0.004136,0.001890,0.002190,-0.001377
2.352000,-0.218364,0.189811,0.424491,0.003614,0.004019,0.001839,0.001866,-0.003972
2.352500,-0.210346,0.208836,0.397581,0.004036,0.004322,0.001822,0.002190,0.000568
2.353000,-0.204371,0.190838,0.403412,0.003887,0.003608,0.001560,0.001866,-0.002026
2.353500,-0.198220,0.220263,0.417684,0.003671,0.004002,0.001967,0.002514,-0.002026
2.354000,-0.222422,0.213747,0.404805,0.004491,0.004190,0.001794,0.001866,-0.000080
2.354500,-0.234582,0.213639,0.407563,0.004352,0.004124,0.001536,0.001866,-0.002999
2.355000,-0.202415,0.220324,0.403423,0.004509,0.003412,0.001459,0.003163,-0.000729
2.355500,-0.222569,0.211334,0.383610,0.004891,0.003777,0.001341,0.003811,-0.002674
2.356000,-0.234565,0.204654,0.401626,0.005245,0.004063,0.001593,0.003163,-0.002674
2.356500,-0.216470,0.229284,0.381129,0.005364,0.004115,0.001607,0.002838,-0.000404
2.357000,-0.194520,0.246766,0.373063,0.005816,0.004090,0.001284,0.002838,-0.003972
2.357500,-0.208595,0.233805,0.366337,0.005657,0.003792,0.001160,0.003163,0.000568
2.358000,-0.202502,0.251478,0.387072,0.005707,0.003995,0.001423,0.003811,-0.002350
2.358500,-0.224526,0.250868,0.364969,0.006091,0.004339,0.001615,0.002514,-0.003323
2.359000,-0.234644,0.254252,0.354314,0.005919,0.004067,0.001356,0.003163,-0.000080
2.359500,-0.198483,0.258587,0.353359,0.006157,0.003444,0.001254,0.003487,-0.003323
2.360000,-0.222605,0.247278,0.344081,0.006438,0.003832,0.001275,0.003811,-0.001053
2.360500,-0.226564,0.247339,0.358140,0.006444,0.003797,0.001442,0.002838,-0.000729
2.361000,-0.226571,0.259368,0.328079,0.006833,0.004039,0.001420,0.002190,-0.002674
2.361500,-0.202606,0.273153,0.336716,0.007172,0.003728,0.001095,0.003163,-0.001377
2.362000,-0.206536,0.270884,0.323836,0.007068,0.003643,0.001232,0.003163,-0.002026
2.362500,-0.218576,0.282693,0.341075,0.006812,0.004011,0.001374,0.003811,-0.001377
2.363000,-0.226583,0.283085,0.335272,0.007477,0.003994,0.001459,0.003163,-0.000080
2.363500,-0.234627,0.292360,0.311423,0.007147,0.003766,0.001313,0.002514,-0.004296
2.364000,-0.206592,0.291956,0.326918,0.007364,0.003245,0.001068,0.003811,-0.000729
2.364500,-0.208562,0.286384,0.300545,0.007710,0.003367,0.001123,0.003163,-0.002350
2.365000,-0.222615,0.266537,0.307688,0.007614,0.003511,0.001170,0.003811,-0.003323
2.365500,-0.204529,0.288977,0.300972,0.008100,0.003670,0.001242,0.003163,-0.001377
2.366000,-0.192541,0.307776,0.273393,0.008376,0.003703,0.001056,0.003163,-0.003647
2.366500,-0.200600,0.307557,0.266252,0.008044,0.003285,0.000879,0.003163,-0.001053
2.367000,-0.210493,0.318414,0.274480,0.008020,0.003556,0.001302,0.003811,-0.001377
2.367500,-0.228558,0.303497,0.258409,0.008278,0.003691,0.001321,0.002514,-0.002350
2.368000,-0.230550,0.309325,0.231334,0.008023,0.003650,0.001263,0.002514,-0.001053
2.368500,-0.208442,0.312503,0.237411,0.008074,0.002998,0.001182,0.002838,-0.003647
2.369000,-0.216495,0.300910,0.213880,0.008014,0.003272,0.001120,0.003163,-0.000404
2.369500,-0.232519,0.308386,0.208290,0.008392,0.003549,0.001290,0.003163,-0.000729
2.370000,-0.212414,0.319969,0.194336,0.008394,0.003404,0.001270,0.003163,-0.004296
2.370500,-0.202381,0.323558,0.160340,0.008498,0.003568,0.001190,0.002514,-0.000404
2.371000,-0.214390,0.318859,0.150575,0.008242,0.003393,0.001209,0.002838,-0.002674
2.371500,-0.208455,0.343218,0.183353,0.007901,0.003626,0.001136,0.003487,-0.001377
2.372000,-0.224500,0.324870,0.150508,0.008232,0.003862,0.001155,0.001541,-0.000729
2.372500,-0.232549,0.329269,0.153443,0.007692,0.003526,0.001036,0.002514,-0.003647
2.373000,-0.204445,0.336117,0.135785,0.008038,0.003058,0.000876,0.003487,-0.000729
2.373500,-0.220515,0.322310,0.112681,0.008065,0.003377,0.000867,0.003163,-0.002674
2.374000,-0.226623,0.316345,0.135848,0.007991,0.003441,0.000753,0.002514,-0.002026
2.374500,-0.216612,0.338835,0.098569,0.008381,0.003650,0.000652,0.002514,-0.001053
2.375000,-0.182518,0.346732,0.104055,0.008406,0.003672,0.000555,0.001866,-0.003323
2.375500,-0.208537,0.336316,0.071264,0.007984,0.003556,0.000622,0.002190,0.000568
2.376000,-0.202512,0.353777,0.077730,0.007838,0.003488,0.000628,0.002838,-0.001377
2.376500,-0.222641,0.340005,0.054506,0.007960,0.003830,0.000535,0.001866,-0.003323
2.377000,-0.224711,0.338523,0.046880,0.007478,0.003628,0.000304,0.001866,-0.000080
2.377500,-0.208591,0.350153,0.033331,0.007763,0.003005,0.000280,0.002190,-0.002350
2.378000,-0.216680,0.338516,0.026429,0.007611,0.003500,0.000221,0.002838,-0.000729
2.378500,-0.234756,0.314037,0.047275,0.007683,0.003610,0.000294,0.002838,-0.001702
2.379000,-0.214679,0.337440,-0.000623,0.007648,0.003684,0.000165,0.002838,-0.003323
2.379500,-0.214775,0.337427,0.005577,0.007788,0.003820,-0.000001,0.002190,-0.001377
2.380000,-0.220769,0.338407,0.002164,0.007418,0.003417,-0.000036,0.002838,-0.003647
2.380500,-0.210626,0.351267,-0.021297,0.006917,0.003747,0.000166,0.003487,-0.000729
2.381000,-0.224799,0.336162,-0.028292,0.007123,0.003943,-0.000066,0.002514,-0.000080
2.381500,-0.226865,0.341738,-0.035845,0.006725,0.003655,-0.000295,0.001866,-0.003323
2.382000,-0.212876,0.342641,-0.016465,0.006956,0.003157,-0.000488,0.002838,0.000893
2.382500,-0.235000,0.330025,-0.036253,0.006899,0.003622,-0.000525,0.003163,-0.003323
2.383000,-0.231050,0.311239,-0.033315,0.007125,0.003632,-0.000668,0.002514,-0.002999
2.383500,-0.208872,0.326278,-0.067415,0.006720,0.003562,-0.000604,0.003163,-0.001377
2.384000,-0.207013,0.334531,-0.071638,0.006994,0.003849,-0.000878,0.002190,-0.003972
2.384500,-0.204957,0.335519,-0.064904,0.006717,0.003563,-0.000825,0.002514,-0.001053
2.385000,-0.194813,0.345991,-0.068092,0.006208,0.003893,-0.000566,0.003163,-0.002350
2.385500,-0.223099,0.327303,-0.082073,0.006209,0.003953,-0.000975,0.002514,-0.002674
2.386000,-0.229056,0.335383,-0.091977,0.005783,0.003658,-0.000924,0.002190,-0.001377
2.386500,-0.212982,0.335242,-0.109315,0.005818,0.003430,-0.001005,0.002838,-0.003647
2.387000,-0.235243,0.322331,-0.093065,0.005712,0.003700,-0.001295,0.003163,-0.000729
2.387500,-0.223034,0.296524,-0.109294,0.005525,0.003672,-0.001020,0.002838,-0.003323
2.388000,-0.221075,0.311881,-0.146700,0.005739,0.003683,-0.001212,0.002838,-0.003972
2.388500,-0.221160,0.323605,-0.133657,0.005848,0.003869,-0.001318,0.002190,0.001541
2.389000,-0.217196,0.311509,-0.110868,0.005547,0.003550,-0.001463,0.003163,-0.002026
2.389500,-0.205054,0.320792,-0.124339,0.005028,0.003870,-0.001261,0.003163,-0.000080
2.390000,-0.221202,0.297459,-0.137911,0.005144,0.003944,-0.001470,0.002514,0.000244
2.390500,-0.231182,0.312564,-0.171559,0.004517,0.003645,-0.001505,0.002190,-0.002350
2.391000,-0.217177,0.315990,-0.141624,0.005047,0.003308,-0.001581,0.002514,-0.000729
2.391500,-0.233281,0.299665,-0.155111,0.004639,0.003881,-0.001618,0.002838,-0.002674
2.392000,-0.225326,0.275908,-0.139186,0.004556,0.003652,-0.001820,0.002838,-0.001377
2.392500,-0.211247,0.279452,-0.166378,0.004565,0.003849,-0.001814,0.003163,-0.003647
2.393000,-0.211256,0.286618,-0.159393,0.004980,0.003730,-0.001810,0.002514,-0.004296
2.393500,-0.211184,0.286455,-0.162630,0.004603,0.003458,-0.001731,0.003163,-0.001377
2.394000,-0.197140,0.296825,-0.163309,0.004228,0.003792,-0.001722,0.003163,-0.002674
2.394500,-0.219223,0.279325,-0.176373,0.003910,0.003902,-0.001737,0.002190,-0.003972
2.395000,-0.221208,0.270937,-0.193458,0.003487,0.003702,-0.001801,0.002514,-0.003323
2.395500,-0.211046,0.283996,-0.175625,0.004027,0.003355,-0.001512,0.002514,-0.003972
2.396000,-0.221119,0.249910,-0.155431,0.003901,0.003344,-0.001553,0.002838,-0.001053
2.396500,-0.225100,0.242744,-0.179171,0.003298,0.003433,-0.001561,0.002838,-0.002026
2.397000,-0.211054,0.243945,-0.192982,0.003438,0.003655,-0.001582,0.003163,-0.002350
2.397500,-0.215128,0.246444,-0.179408,0.003877,0.003699,-0.001635,0.003163,-0.003323
2.398000,-0.204893,0.235720,-0.175302,0.003538,0.003262,-0.001303,0.002514,-0.002674
2.398500,-0.202857,0.241487,-0.172036,0.003053,0.003611,-0.001188,0.002838,0.000244
2.399000,-0.208965,0.226249,-0.192760,0.003017,0.003738,-0.001420,0.001866,-0.001377
2.399500,-0.208950,0.228408,-0.179434,0.002701,0.003601,-0.001393,0.002838,-0.003323
2.400000,-0.200877,0.226120,-0.165543,0.003298,0.003079,-0.001335,0.002514,-0.000080
2.400500,-0.228973,0.214585,-0.164763,0.002971,0.003413,-0.001235,0.002838,-0.003647
2.401000,-0.200911,0.181131,-0.146087,0.002732,0.002855,-0.001465,0.003163,-0.002350
2.401500,-0.198882,0.187306,-0.162488,0.003000,0.003363,-0.001345,0.003163,-0.000729
2.402000,-0.198921,0.192246,-0.165679,0.003496,0.003577,-0.001367,0.002514,-0.002999
2.402500,-0.194804,0.187372,-0.148503,0.003190,0.003281,-0.001174,0.003163,-0.001053
2.403000,-0.188742,0.193104,-0.145281,0.002750,0.003524,-0.001058,0.003163,-0.002674
2.403500,-0.198776,0.185089,-0.171860,0.002943,0.003447,-0.001121,0.001541,-0.001702
2.404000,-0.200687,0.186226,-0.164575,0.002625,0.003432,-0.000899,0.002514,-0.001053
2.404500,-0.196702,0.181591,-0.127367,0.003168,0.003292,-0.000866,0.002838,-0.003323
2.405000,-0.206808,0.175685,-0.124311,0.002953,0.003465,-0.000983,0.001866,0.001541
2.405500,-0.198765,0.156632,-0.138448,0.002376,0.003489,-0.001046,0.002190,-0.003323
2.406000,-0.196740,0.158190,-0.141038,0.003324,0.003357,-0.000985,0.002838,-0.003323
2.406500,-0.202726,0.157041,-0.106799,0.003281,0.003416,-0.000788,0.002838,-0.001053
2.407000,-0.186588,0.154587,-0.103417,0.003216,0.003353,-0.000644,0.002514,-0.003647
2.407500,-0.176535,0.165030,-0.113894,0.002983,0.003460,-0.000638,0.002838,-0.001377
2.408000,-0.186738,0.140215,-0.101417,0.002854,0.003474,-0.000986,0.001866,-0.001053
2.408500,-0.198640,0.140378,-0.079828,0.002634,0.003625,-0.000568,0.002838,-0.002674
2.409000,-0.190625,0.152290,-0.052556,0.003403,0.003536,-0.000500,0.003487,-0.002026
2.409500,-0.202518,0.128910,-0.078465,0.003049,0.003315,-0.000292,0.002190,-0.003323
2.410000,-0.190640,0.114414,-0.080340,0.002726,0.003341,-0.000715,0.002838,-0.002674
2.410500,-0.176686,0.117886,-0.064239,0.003161,0.003392,-0.000873,0.004136,-0.002999
2.411000,-0.192625,0.120734,-0.038722,0.003617,0.003667,-0.000422,0.003487,-0.004620
2.411500,-0.164457,0.125296,-0.045810,0.003769,0.003531,-0.000356,0.003487,-0.000729
2.412000,-0.150453,0.133158,-0.036779,0.003333,0.003618,-0.000462,0.002838,-0.002999
2.412500,-0.170546,0.109874,-0.039613,0.003454,0.003548,-0.000504,0.002514,-0.000404
2.413000,-0.186445,0.117029,-0.041621,0.003127,0.003363,-0.000174,0.003811,0.002514
2.413500,-0.180539,0.111065,-0.011992,0.003517,0.003242,-0.000367,0.004136,-0.000729
2.414000,-0.196585,0.104191,-0.001290,0.003258,0.003752,-0.000203,0.003811,-0.001377
2.414500,-0.168458,0.080231,0.007785,0.003117,0.003106,-0.000319,0.003811,-0.001702
2.415000,-0.174463,0.088802,-0.018554,0.003445,0.003411,-0.000259,0.004784,-0.003647
2.415500,-0.184423,0.083138,0.012887,0.003570,0.003548,0.000048,0.003487,-0.000729
2.416000,-0.182350,0.091345,-0.003700,0.003516,0.003314,0.000104,0.003163,-0.003323
2.416500,-0.154247,0.079453,-0.021451,0.003438,0.003603,0.000055,0.002514,-0.000080
2.417000,-0.164463,0.077938,-0.009332,0.003007,0.003528,-0.000344,0.003163,-0.001377
2.417500,-0.172406,0.089802,0.018624,0.002987,0.003621,-0.000032,0.004136,-0.004296
2.418000,-0.174368,0.077086,0.049755,0.003352,0.003713,0.000193,0.003163,-0.001053
2.418500,-0.202508,0.077255,0.023140,0.003033,0.003907,0.000097,0.003163,-0.004945
2.419000,-0.168393,0.054473,0.021778,0.003080,0.003226,-0.000128,0.003487,-0.002350
2.419500,-0.170516,0.048527,0.058284,0.003147,0.003457,-0.000238,0.004136,-0.002026
2.420000,-0.176535,0.035830,0.085872,0.003512,0.003628,-0.000098,0.003811,-0.003647
2.420500,-0.150389,0.060257,0.095537,0.003490,0.003551,0.000002,0.002838,-0.000080
2.421000,-0.142363,0.069648,0.071627,0.003438,0.003725,-0.000049,0.003487,-0.001702
2.421500,-0.158355,0.043834,0.065483,0.003028,0.003611,0.000046,0.003163,0.000244
2.422000,-0.172423,0.063788,0.096106,0.002770,0.003848,0.000162,0.003811,-0.000729
2.422500,-0.170349,0.044002,0.096747,0.003090,0.003758,0.000299,0.003487,-0.003647
2.423000,-0.176439,0.051934,0.089174,0.002472,0.003742,0.000098,0.002838,-0.000404
2.423500,-0.164403,0.042424,0.075184,0.002507,0.003568,-0.000015,0.003487,-0.002999
2.424000,-0.172377,0.035674,0.076141,0.002854,0.003612,0.000151,0.004136,-0.002999
2.424500,-0.186383,0.027429,0.110476,0.002589,0.003557,0.000341,0.003163,0.000893
2.425000,-0.160326,0.035338,0.119457,0.002524,0.003571,0.000240,0.003163,-0.001377
2.425500,-0.148383,0.037639,0.105002,0.002620,0.003889,0.000022,0.002514,-0.000404
2.426000,-0.148478,0.030160,0.120679,0.002108,0.003621,-0.000237,0.002514,-0.002999
2.426500,-0.162303,0.031776,0.109338,0.002037,0.003921,0.000322,0.002514,-0.003323
2.427000,-0.178479,0.024970,0.116128,0.002477,0.004066,0.000150,0.002514,-0.000729
2.427500,-0.178529,0.019855,0.132069,0.001839,0.003881,0.000004,0.001866,-0.004296
2.428000,-0.148359,0.025300,0.124472,0.001662,0.003323,-0.000047,0.002838,-0.000404
2.428500,-0.166486,0.005793,0.114970,0.002132,0.003761,-0.000081,0.002838,-0.001377
2.429000,-0.170447,-0.001254,0.152588,0.001964,0.003923,0.000171,0.002838,-0.003323
2.429500,-0.152345,0.011521,0.131961,0.002019,0.003650,0.000122,0.001866,0.001541
2.430000,-0.138343,0.010196,0.124385,0.001956,0.003766,-0.000014,0.001541,-0.002350
2.430500,-0.142358,0.009986,0.137648,0.001535,0.003654,-0.000018,0.001866,-0.000080
2.431000,-0.150278,0.005418,0.148784,0.001473,0.003618,0.000259,0.002838,-0.001377
2.431500,-0.158304,0.003262,0.145854,0.001607,0.003801,0.000314,0.001217,-0.002999
2.432000,-0.174399,0.007816,0.108358,0.000925,0.003764,0.000106,0.001541,-0.000080
2.432500,-0.156363,0.011024,0.114212,0.000978,0.003300,-0.000058,0.002190,-0.001702
2.433000,-0.166387,0.002985,0.152022,0.001184,0.003493,0.000138,0.002190,-0.000080
2.433500,-0.172354,-0.016870,0.122036,0.000938,0.003623,0.000184,0.001866,-0.001377
2.434000,-0.164346,-0.009734,0.115109,0.001066,0.004015,0.000192,0.001866,-0.004620
2.434500,-0.140265,0.006247,0.127558,0.000996,0.003402,0.000060,0.002190,-0.000080
2.435000,-0.148274,-0.000772,0.110879,0.000773,0.003399,0.000053,0.001541,-0.001053
2.435500,-0.150226,0.021508,0.131490,0.000474,0.003651,0.000285,0.002514,-0.002350
2.436000,-0.164403,0.004141,0.131370,0.000764,0.004067,0.000112,0.001541,0.000568
2.436500,-0.166459,0.007275,0.140659,0.000215,0.003752,-0.000062,0.001866,-0.002674
2.437000,-0.142284,0.007108,0.123612,0.000434,0.003144,-0.000059,0.002190,-0.000729
2.437500,-0.158317,0.007481,0.124627,0.000682,0.003480,0.000109,0.002514,-0.001377
2.438000,-0.156390,-0.015072,0.147403,0.000423,0.003508,-0.000037,0.002838,-0.002999
2.438500,-0.152310,-0.005487,0.124309,0.000611,0.003618,0.000080,0.001866,-0.000404
2.439000,-0.142403,0.026108,0.119827,0.000675,0.003935,-0.000157,0.002190,-0.003972
2.439500,-0.150391,0.018793,0.136772,0.000359,0.003213,-0.000169,0.002190,-0.000080
2.440000,-0.142278,0.030583,0.130356,0.000138,0.003606,0.000063,0.002838,-0.001053
2.440500,-0.160303,0.018152,0.107940,0.000458,0.003932,0.000197,0.002190,-0.003647
2.441000,-0.166315,0.028476,0.104363,0.000088,0.003443,0.000107,0.002514,0.000568
2.441500,-0.148171,0.034219,0.114520,0.000253,0.003086,0.000226,0.002838,-0.002026
2.442000,-0.174299,0.031061,0.094998,0.000294,0.003485,0.000219,0.002514,-0.001702
2.442500,-0.170306,0.009816,0.101404,0.000321,0.003278,0.000128,0.002838,-0.001053
2.443000,-0.164280,0.029907,0.091386,0.000565,0.003481,0.000167,0.002838,-0.003647
2.443500,-0.168402,0.044069,0.077455,0.000871,0.003470,-0.000082,0.002514,-0.001053
2.444000,-0.158271,0.049904,0.084552,0.000853,0.003381,0.000119,0.002838,-0.002026
2.444500,-0.160179,0.055821,0.095361,0.000609,0.003556,0.000402,0.003487,-0.002674
2.445000,-0.170409,0.040560,0.087609,0.000668,0.003815,0.000003,0.001541,-0.002674
2.445500,-0.178445,0.059260,0.090994,0.000488,0.003634,-0.000025,0.002514,-0.002674
2.446000,-0.162479,0.070910,0.117286,0.001200,0.003253,-0.000210,0.002838,0.001866
2.446500,-0.182502,0.061961,0.081286,0.001208,0.003732,-0.000077,0.003163,-0.002999
2.447000,-0.172476,0.051235,0.111323,0.001338,0.003510,-0.000076,0.003811,-0.002674
2.447500,-0.158487,0.068875,0.097262,0.001749,0.003558,-0.000233,0.002838,-0.000080
2.448000,-0.154409,0.087832,0.070796,0.002079,0.003387,-0.000171,0.003163,-0.002999
2.448500,-0.152376,0.086424,0.087479,0.001790,0.003102,-0.000146,0.003163,-0.001377
2.449000,-0.156373,0.105386,0.091313,0.001849,0.003475,0.000003,0.003163,-0.000080
2.449500,-0.166451,0.087867,0.081184,0.001806,0.003623,-0.000090,0.001866,-0.001702
2.450000,-0.188627,0.105489,0.084449,0.001672,0.003606,-0.000261,0.002838,0.000244
2.450500,-0.178487,0.125743,0.082108,0.002528,0.003255,-0.000053,0.003163,-0.002350
2.451000,-0.182515,0.104502,0.092020,0.002184,0.003372,-0.000061,0.003163,-0.000080
2.451500,-0.180491,0.096422,0.058426,0.002371,0.003337,-0.000121,0.002514,-0.001053
2.452000,-0.182548,0.114150,0.075332,0.002656,0.003558,-0.000111,0.003487,-0.003647
2.452500,-0.188522,0.127386,0.059333,0.003057,0.003611,0.000004,0.003487,0.002190
2.453000,-0.166530,0.137528,0.088356,0.003240,0.003064,-0.000239,0.002514,-0.001702
2.453500,-0.178524,0.140068,0.072088,0.002791,0.003743,-0.000044,0.003163,-0.002350
2.454000,-0.178624,0.130675,0.044378,0.002829,0.003861,-0.000328,0.002190,0.000568
2.454500,-0.192612,0.148428,0.065661,0.003121,0.003431,-0.000160,0.002514,-0.003323
2.455000,-0.168534,0.162395,0.071870,0.003605,0.003090,-0.000231,0.002838,0.000568
2.455500,-0.198599,0.159322,0.046200,0.003509,0.003541,-0.000073,0.002838,-0.002350
2.456000,-0.188635,0.136786,0.045212,0.003429,0.003412,-0.000302,0.003163,-0.003647
2.456500,-0.176599,0.165287,0.021816,0.004136,0.003712,-0.000284,0.003163,0.000244
2.457000,-0.194694,0.152587,0.049451,0.004458,0.003704,-0.000235,0.003163,-0.003323
