"Time (s)","Fx (N)","Fy (N)","Fz (N)","Tx (Nm)","Ty (Nm)","Tz (Nm)","AI7 (V)","AI8 (V)"
1.297500,-0.216488,0.061380,-0.948223,-0.005423,0.012016,0.003191,0.002838,-0.002674
1.298000,-0.238644,0.038910,-0.948542,-0.005817,0.011660,0.002947,0.002190,-0.000080
1.298500,-0.246624,0.062524,-0.944541,-0.005967,0.011973,0.003149,0.003163,-0.002674
1.299000,-0.262727,0.067581,-0.920139,-0.005317,0.012081,0.003208,0.003487,-0.001377
1.299500,-0.274817,0.046327,-0.930596,-0.005663,0.011915,0.003025,0.002514,-0.000404
1.300000,-0.248703,0.049430,-0.931615,-0.005943,0.011603,0.002946,0.001866,-0.003972
1.300500,-0.266805,0.041624,-0.934230,-0.005505,0.011925,0.002971,0.003163,0.000244
1.301000,-0.264746,0.035705,-0.903486,-0.005344,0.011580,0.003110,0.002514,-0.002999
1.301500,-0.244550,0.042643,-0.923658,-0.005552,0.011549,0.003285,0.002190,-0.002350
1.302000,-0.242689,0.053168,-0.914430,-0.005358,0.011780,0.003039,0.002514,-0.000080
1.302500,-0.246686,0.031640,-0.911531,-0.006036,0.011267,0.002939,0.001541,-0.002999
1.303000,-0.266793,0.057630,-0.911169,-0.006311,0.011787,0.002999,0.002838,-0.000080
1.303500,-0.262727,0.039127,-0.903735,-0.005888,0.012070,0.003197,0.002514,-0.000729
1.304000,-0.264736,0.052018,-0.920683,-0.006011,0.012023,0.003142,0.002514,-0.003323
1.304500,-0.238652,0.040943,-0.921933,-0.006040,0.011136,0.002887,0.003163,0.000568
1.305000,-0.254690,0.043900,-0.930727,-0.005450,0.011716,0.003087,0.003163,-0.006242
1.305500,-0.268672,0.028652,-0.902934,-0.005565,0.011442,0.003273,0.003163,-0.000080
1.306000,-0.248643,0.045063,-0.927311,-0.005398,0.011708,0.003146,0.003163,-0.000729
1.306500,-0.228733,0.051857,-0.918851,-0.005281,0.011921,0.002821,0.002514,-0.002999
1.307000,-0.238622,0.048300,-0.921264,-0.005669,0.011542,0.003063,0.002838,0.001217
1.307500,-0.238639,0.067096,-0.904397,-0.005660,0.011753,0.003128,0.003163,-0.001702
1.308000,-0.244634,0.059045,-0.903896,-0.005604,0.011955,0.003238,0.001541,-0.001377
1.308500,-0.270702,0.050903,-0.940458,-0.006017,0.011729,0.003164,0.002514,-0.000729
1.309000,-0.250767,0.057469,-0.908414,-0.005946,0.011306,0.002834,0.003163,-0.002999
1.309500,-0.256577,0.042784,-0.950261,-0.005690,0.011648,0.003279,0.003163,0.000244
1.310000,-0.268702,0.045206,-0.926677,-0.005575,0.011824,0.003223,0.002838,-0.001053
1.310500,-0.246585,0.051061,-0.967545,-0.005466,0.011863,0.003175,0.001866,-0.002674
1.311000,-0.238530,0.062789,-0.964146,-0.005360,0.011838,0.003238,0.002514,-0.001053
1.311500,-0.244633,0.061239,-0.944749,-0.005743,0.011380,0.003006,0.002838,-0.003323
1.312000,-0.250614,0.064920,-0.910384,-0.005992,0.012184,0.003349,0.002838,0.001866
1.312500,-0.254685,0.060650,-0.943789,-0.005219,0.012342,0.003210,0.001866,-0.001377
1.313000,-0.262706,0.053021,-0.927636,-0.006291,0.011794,0.003111,0.002190,-0.002026
1.313500,-0.252679,0.070659,-0.934501,-0.005829,0.011505,0.003035,0.002838,0.001217
1.314000,-0.276808,0.042683,-0.927268,-0.005870,0.011709,0.003020,0.002190,-0.002350
1.314500,-0.270803,0.039216,-0.900285,-0.005650,0.011975,0.003111,0.003163,-0.001377
1.315000,-0.246799,0.055348,-0.904978,-0.005394,0.011554,0.002813,0.002838,-0.001702
1.315500,-0.238674,0.060271,-0.921174,-0.005229,0.011863,0.003044,0.002514,-0.003647
1.316000,-0.250692,0.055479,-0.917586,-0.005578,0.011634,0.003063,0.003163,-0.000729
1.316500,-0.238557,0.069556,-0.934277,-0.005791,0.011838,0.003239,0.003487,-0.002674
1.317000,-0.248590,0.052168,-0.957484,-0.005739,0.012042,0.003231,0.000893,-0.002026
1.317500,-0.270705,0.067499,-0.946980,-0.005788,0.011913,0.003199,0.002514,-0.000404
1.318000,-0.246614,0.069634,-0.934096,-0.005506,0.011550,0.003151,0.003163,-0.002999
1.318500,-0.258674,0.062720,-0.916867,-0.005533,0.011841,0.003233,0.002838,0.000244
1.319000,-0.248537,0.026165,-0.923545,-0.005824,0.011581,0.003333,0.002514,-0.001702
1.319500,-0.254736,0.050835,-0.931203,-0.005696,0.011882,0.003004,0.002190,-0.001702
1.320000,-0.262669,0.063045,-0.946620,-0.005063,0.011861,0.003232,0.001866,0.000568
1.320500,-0.260668,0.073187,-0.913499,-0.005665,0.011629,0.003233,0.002190,-0.002350
1.321000,-0.246558,0.050873,-0.923667,-0.005788,0.011890,0.003344,0.003163,0.000244
1.321500,-0.268770,0.059273,-0.933955,-0.005831,0.012346,0.003145,0.001541,0.000244
1.322000,-0.264691,0.063698,-0.937391,-0.006000,0.011551,0.003112,0.001866,-0.003647
1.322500,-0.244652,0.079916,-0.894209,-0.005871,0.011618,0.003156,0.002514,-0.001702
1.323000,-0.270665,0.069839,-0.919568,-0.005537,0.011548,0.003312,0.002838,-0.004296
1.323500,-0.270758,0.038989,-0.927496,-0.006080,0.011513,0.003018,0.001866,-0.000729
1.324000,-0.248774,0.047069,-0.921874,-0.005815,0.011685,0.002835,0.002838,-0.002674
1.324500,-0.250650,0.060484,-0.923597,-0.005126,0.011820,0.003208,0.002838,-0.003323
1.325000,-0.252732,0.070946,-0.910647,-0.005351,0.012105,0.003128,0.002838,-0.001702
1.325500,-0.228623,0.075425,-0.918085,-0.005434,0.012078,0.003109,0.002838,-0.002350
1.326000,-0.260840,0.059022,-0.941785,-0.005748,0.011915,0.002808,0.001217,-0.000729
1.326500,-0.258751,0.076511,-0.911047,-0.006026,0.011896,0.003066,0.002190,0.000244
1.327000,-0.266790,0.067212,-0.893765,-0.005554,0.011415,0.003032,0.002838,-0.001702
1.327500,-0.278757,0.062665,-0.909905,-0.005946,0.011766,0.003223,0.002514,0.000244
1.328000,-0.256603,0.037604,-0.917235,-0.006046,0.010852,0.003130,0.002190,-0.002674
1.328500,-0.276779,0.075667,-0.937036,-0.005696,0.011694,0.003086,0.003487,-0.001053
1.329000,-0.282717,0.062995,-0.922445,-0.005286,0.011507,0.003307,0.003487,-0.002350
1.329500,-0.256477,0.078162,-0.918854,-0.005401,0.011627,0.003630,0.002514,-0.003647
1.330000,-0.250511,0.076803,-0.940042,-0.005978,0.012098,0.003490,0.002838,-0.001053
1.330500,-0.264608,0.061559,-0.963704,-0.005918,0.011663,0.003252,0.003163,-0.000404
1.331000,-0.272680,0.085010,-0.936742,-0.006022,0.011836,0.003286,0.004136,-0.002026
1.331500,-0.280575,0.076002,-0.938541,-0.005545,0.011686,0.003591,0.003487,0.001541
1.332000,-0.298750,0.074680,-0.949355,-0.006206,0.011964,0.003358,0.003163,-0.003647
1.332500,-0.282796,0.053283,-0.960838,-0.006191,0.011800,0.003018,0.002838,-0.002026
1.333000,-0.313049,0.057506,-0.949777,-0.005119,0.012290,0.002936,0.003811,-0.003323
1.333500,-0.296934,0.073918,-0.922622,-0.004893,0.012324,0.003146,0.003163,-0.002350
1.334000,-0.284821,0.078403,-0.936367,-0.005299,0.012231,0.003204,0.002514,0.000568
1.334500,-0.248588,0.089535,-0.934014,-0.005916,0.011805,0.003268,0.002190,-0.001702
1.335000,-0.272800,0.075573,-0.940881,-0.005841,0.011812,0.003003,0.001866,0.000244
1.335500,-0.282573,0.105161,-0.965958,-0.006334,0.011972,0.003567,0.002190,-0.000404
1.336000,-0.280563,0.090253,-0.948412,-0.005516,0.012094,0.003683,0.002190,-0.002999
1.336500,-0.292639,0.080754,-0.948550,-0.005751,0.011838,0.003560,0.001866,0.000893
1.337000,-0.278639,0.074357,-0.949924,-0.006173,0.011270,0.003275,0.003163,-0.000404
1.337500,-0.282619,0.088865,-0.969339,-0.005858,0.011864,0.003452,0.003163,-0.002026
1.338000,-0.296731,0.069123,-0.955551,-0.005577,0.012058,0.003417,0.003163,-0.000729
1.338500,-0.278642,0.079516,-0.935682,-0.005621,0.012115,0.003512,0.002514,-0.003323
1.339000,-0.268579,0.090031,-0.956147,-0.005761,0.012222,0.003517,0.002190,0.000568
1.339500,-0.276677,0.082917,-0.970024,-0.005707,0.011831,0.003256,0.002514,-0.002026
1.340000,-0.286704,0.098147,-0.929249,-0.006130,0.012296,0.003486,0.002514,-0.002674
1.340500,-0.288557,0.085583,-0.934464,-0.005580,0.012003,0.003791,0.003163,-0.000729
1.341000,-0.296874,0.073263,-0.916633,-0.006213,0.011896,0.003135,0.001541,-0.004296
1.341500,-0.270698,0.081371,-0.950623,-0.006000,0.011469,0.003114,0.003811,-0.001702
1.342000,-0.284781,0.068846,-0.943148,-0.005493,0.011768,0.003167,0.003163,-0.000404
1.342500,-0.323071,0.049304,-0.905467,-0.005243,0.012458,0.003130,0.004460,-0.003972
1.343000,-0.298787,0.065774,-0.962280,-0.005219,0.012179,0.003334,0.004136,0.000893
1.343500,-0.258568,0.091375,-0.973068,-0.005104,0.012104,0.003411,0.002514,-0.000729
1.344000,-0.288866,0.073523,-0.970675,-0.005707,0.011988,0.002970,0.002514,0.001217
1.344500,-0.286734,0.081266,-0.919952,-0.006598,0.011646,0.003277,0.002838,-0.000729
1.345000,-0.254367,0.093471,-0.941931,-0.005510,0.011501,0.003772,0.002838,-0.003647
1.345500,-0.306820,0.069942,-0.925747,-0.006084,0.011705,0.003298,0.003163,-0.001053
1.346000,-0.272763,0.068237,-0.920748,-0.006067,0.011153,0.002996,0.003487,-0.002674
1.346500,-0.280714,0.070995,-0.950022,-0.005861,0.011528,0.003193,0.002838,-0.001702
1.347000,-0.292792,0.073617,-0.915653,-0.005412,0.011781,0.003309,0.002838,-0.000080
1.347500,-0.282669,0.081716,-0.922322,-0.005702,0.011751,0.003452,0.003487,-0.003323
1.348000,-0.268675,0.078088,-0.933250,-0.005637,0.011839,0.003288,0.002514,0.001217
1.348500,-0.266614,0.074428,-0.943335,-0.005800,0.011417,0.003283,0.002190,-0.000080
1.349000,-0.274538,0.086231,-0.928968,-0.006104,0.011570,0.003593,0.004136,-0.001053
1.349500,-0.286626,0.072578,-0.935081,-0.005512,0.011914,0.003590,0.001866,-0.000080
1.350000,-0.298753,0.077175,-0.945707,-0.005862,0.011986,0.003389,0.002514,-0.002999
1.350500,-0.282655,0.083935,-0.956319,-0.005932,0.011397,0.003306,0.003487,0.000244
1.351000,-0.280683,0.073512,-0.949573,-0.005657,0.011690,0.003308,0.002838,-0.001053
1.351500,-0.290773,0.051351,-0.922395,-0.005482,0.011973,0.003332,0.002514,-0.003323
1.352000,-0.268579,0.068745,-0.942771,-0.005639,0.011594,0.003423,0.001866,0.000244
1.352500,-0.262764,0.084234,-0.957244,-0.004954,0.012184,0.003073,0.003163,-0.003647
1.353000,-0.250495,0.081604,-0.943056,-0.005485,0.011650,0.003463,0.002190,0.002514
1.353500,-0.276538,0.078260,-0.945443,-0.005817,0.011775,0.003620,0.004460,-0.001053
1.354000,-0.288726,0.071323,-0.932390,-0.005753,0.012288,0.003451,0.002514,-0.000404
1.354500,-0.304857,0.078345,-0.956251,-0.005857,0.012022,0.003191,0.002838,0.000893
1.355000,-0.280663,0.077989,-0.939590,-0.005822,0.011193,0.003277,0.002838,-0.000404
1.355500,-0.276541,0.078202,-0.959095,-0.005868,0.011584,0.003533,0.003487,-0.000729
1.356000,-0.286596,0.058352,-0.962259,-0.005827,0.011622,0.003496,0.004460,-0.002026
1.356500,-0.260463,0.068859,-0.952393,-0.005499,0.011630,0.003595,0.002838,-0.000080
1.357000,-0.274623,0.074824,-0.945860,-0.005462,0.011928,0.003455,0.003163,0.001866
1.357500,-0.268548,0.073489,-0.956096,-0.005755,0.011732,0.003480,0.003163,-0.000404
1.358000,-0.260452,0.092234,-0.942402,-0.005984,0.012038,0.003715,0.004136,-0.002999
1.358500,-0.282642,0.067875,-0.945569,-0.005634,0.012226,0.003536,0.003163,-0.000729
1.359000,-0.294696,0.077089,-0.966024,-0.006103,0.011885,0.003387,0.002838,-0.002999
1.359500,-0.256571,0.063780,-0.930023,-0.005625,0.011224,0.003283,0.003487,0.002838
1.360000,-0.284833,0.073211,-0.896543,-0.005841,0.011657,0.003140,0.004136,-0.001053
1.360500,-0.280836,0.049773,-0.927204,-0.005877,0.011812,0.003022,0.003487,-0.002026
1.361000,-0.274742,0.046485,-0.929875,-0.005425,0.011829,0.003194,0.003487,0.000244
1.361500,-0.252693,0.075624,-0.913829,-0.005421,0.011993,0.003184,0.002838,-0.001377
1.362000,-0.254746,0.060098,-0.924646,-0.005742,0.011602,0.002949,0.003811,-0.001702
1.362500,-0.244597,0.084857,-0.913861,-0.005751,0.011947,0.003300,0.002190,0.000893
1.363000,-0.266614,0.060440,-0.939869,-0.005871,0.011865,0.003366,0.001541,-0.001702
1.363500,-0.272758,0.054300,-0.930746,-0.006186,0.011740,0.003079,0.002190,0.000893
1.364000,-0.268773,0.070816,-0.930799,-0.005820,0.011707,0.003031,0.002514,-0.001053
1.364500,-0.268655,0.066214,-0.919796,-0.005792,0.011623,0.003311,0.003163,0.000244
1.365000,-0.272681,0.035584,-0.920052,-0.006186,0.011746,0.003271,0.003487,-0.000080
1.365500,-0.264683,0.054598,-0.950447,-0.005625,0.011855,0.003169,0.002514,-0.002026
1.366000,-0.256742,0.061506,-0.907211,-0.005353,0.011828,0.003094,0.002838,0.000893
1.366500,-0.254656,0.048504,-0.917081,-0.005471,0.011410,0.003142,0.002838,-0.001053
1.367000,-0.256697,0.080169,-0.920739,-0.005820,0.011881,0.003153,0.003487,-0.001377
1.367500,-0.258685,0.062694,-0.913606,-0.005626,0.011952,0.003233,0.001541,0.002514
1.368000,-0.262673,0.053115,-0.923878,-0.006100,0.011737,0.003196,0.002514,-0.002350
1.368500,-0.256729,0.070827,-0.913963,-0.005307,0.011438,0.003037,0.003487,0.000893
1.369000,-0.260657,0.063857,-0.909964,-0.005619,0.011742,0.003287,0.002514,-0.000729
1.369500,-0.262673,0.024981,-0.913633,-0.005871,0.011579,0.003188,0.002838,-0.001702
1.370000,-0.252772,0.042569,-0.904406,-0.005409,0.011676,0.002948,0.002838,0.001541
1.370500,-0.248692,0.073221,-0.924191,-0.005298,0.011723,0.003071,0.003163,0.000568
1.371000,-0.240718,0.058820,-0.887887,-0.005468,0.011572,0.002985,0.002514,0.001866
1.371500,-0.236521,0.065995,-0.920648,-0.005807,0.011772,0.003323,0.002838,-0.000404
1.372000,-0.254642,0.039192,-0.933907,-0.005708,0.011859,0.003197,0.001866,-0.001377
1.372500,-0.276697,0.059218,-0.929887,-0.006060,0.011924,0.003306,0.002190,0.000244
1.373000,-0.246581,0.076594,-0.913668,-0.005514,0.011297,0.003237,0.002838,-0.001053
1.373500,-0.268720,0.051729,-0.893705,-0.006197,0.011274,0.003134,0.002838,0.001866
1.374000,-0.260649,0.035501,-0.923816,-0.006006,0.011566,0.003190,0.002838,0.000568
1.374500,-0.254657,0.053305,-0.950873,-0.005637,0.011798,0.003116,0.002838,-0.002999
1.375000,-0.258645,0.055719,-0.923358,-0.005336,0.011539,0.003229,0.002190,0.000568
1.375500,-0.254483,0.065245,-0.942715,-0.005427,0.011596,0.003512,0.002514,-0.000729
1.376000,-0.238488,0.064894,-0.937192,-0.005767,0.011646,0.003348,0.003811,0.001541
1.376500,-0.238461,0.048720,-0.970586,-0.005714,0.012124,0.003402,0.001866,0.000893
1.377000,-0.258590,0.055645,-0.946993,-0.005949,0.011850,0.003311,0.001866,-0.002674
1.377500,-0.246550,0.055587,-0.920116,-0.005482,0.011499,0.003316,0.002190,0.002514
1.378000,-0.270661,0.048717,-0.926359,-0.005648,0.011669,0.003306,0.002838,-0.000404
1.378500,-0.250667,0.020015,-0.934838,-0.006098,0.011352,0.002962,0.003163,-0.001053
1.379000,-0.244702,0.044946,-0.928009,-0.005450,0.011769,0.002979,0.002838,0.002514
1.379500,-0.252717,0.061589,-0.930862,-0.005404,0.012111,0.003096,0.002838,-0.001377
1.380000,-0.240514,0.059158,-0.906487,-0.005275,0.011570,0.003406,0.002514,0.001217
1.380500,-0.218518,0.052927,-0.928368,-0.005700,0.011785,0.003129,0.003163,0.000893
1.381000,-0.248654,0.042507,-0.934596,-0.006071,0.011993,0.003115,0.002514,-0.000080
1.381500,-0.246610,0.053010,-0.931143,-0.006250,0.012006,0.003202,0.002190,0.002190
1.382000,-0.244625,0.061331,-0.914084,-0.005642,0.011707,0.003179,0.003163,-0.000404
1.382500,-0.262703,0.050975,-0.906770,-0.005685,0.012035,0.003257,0.003811,0.000568
1.383000,-0.246605,0.034110,-0.921084,-0.006162,0.011515,0.003137,0.003163,0.000893
1.383500,-0.258678,0.048854,-0.964030,-0.005424,0.012125,0.003144,0.003487,-0.001702
1.384000,-0.254738,0.058098,-0.910456,-0.005090,0.011871,0.003095,0.003487,0.002514
1.384500,-0.244573,0.042563,-0.906985,-0.005644,0.011604,0.003286,0.002190,-0.000729
1.385000,-0.230624,0.055484,-0.907857,-0.005489,0.012180,0.003160,0.002838,-0.000404
1.385500,-0.240669,0.051689,-0.921711,-0.005980,0.011638,0.002978,0.002514,0.001541
1.386000,-0.252752,0.061224,-0.928256,-0.005879,0.011730,0.002922,0.003163,-0.000404
1.386500,-0.236647,0.061296,-0.897590,-0.005316,0.011630,0.003100,0.002838,0.002514
1.387000,-0.252704,0.044834,-0.883838,-0.005674,0.011675,0.003145,0.003163,0.000244
1.387500,-0.250732,0.045779,-0.911600,-0.006147,0.011616,0.002944,0.002514,0.000244
1.388000,-0.230751,0.045921,-0.915607,-0.005405,0.011881,0.002789,0.003487,0.001866
1.388500,-0.242732,0.034439,-0.890810,-0.004891,0.011560,0.002980,0.003163,-0.001702
1.389000,-0.246642,0.046091,-0.893724,-0.005483,0.011639,0.003204,0.002514,0.002190
1.389500,-0.224494,0.049516,-0.914265,-0.005664,0.011846,0.003296,0.002514,0.000568
1.390000,-0.234673,0.046026,-0.942014,-0.005732,0.012102,0.002955,0.002514,-0.000729
1.390500,-0.246575,0.064884,-0.937439,-0.005952,0.011860,0.003262,0.003163,0.002190
1.391000,-0.254695,0.060406,-0.913726,-0.005452,0.012094,0.003208,0.003163,-0.000404
1.391500,-0.258649,0.055605,-0.930426,-0.005807,0.011820,0.003228,0.002190,0.002838
1.392000,-0.248577,0.028144,-0.934535,-0.006336,0.011174,0.003102,0.001866,0.001217
1.392500,-0.244583,0.052028,-0.940769,-0.005460,0.011408,0.003145,0.003811,-0.001702
1.393000,-0.266661,0.044002,-0.906213,-0.005531,0.011728,0.003336,0.003487,0.001866
1.393500,-0.244661,0.042637,-0.907351,-0.005317,0.011684,0.003120,0.002838,-0.002999
1.394000,-0.232553,0.068388,-0.948063,-0.005802,0.012026,0.003185,0.002514,-0.000080
1.394500,-0.248686,0.040113,-0.951719,-0.005854,0.011524,0.002914,0.001866,0.003163
1.395000,-0.254628,0.050627,-0.927547,-0.006213,0.011583,0.003167,0.004136,-0.001053
1.395500,-0.254534,0.058189,-0.915941,-0.005366,0.011817,0.003514,0.002514,0.004136
1.396000,-0.274667,0.048819,-0.953249,-0.005837,0.011971,0.003304,0.002190,0.000244
1.396500,-0.250570,0.053076,-0.944106,-0.005969,0.011420,0.003197,0.003163,0.000568
1.397000,-0.256626,0.045220,-0.950416,-0.005536,0.011894,0.003226,0.003487,0.002514
1.397500,-0.264568,0.040796,-0.932360,-0.005220,0.011908,0.003506,0.004136,0.002190
1.398000,-0.258522,0.060563,-0.922438,-0.005400,0.011702,0.003540,0.003163,0.000568
1.398500,-0.232491,0.080180,-0.954416,-0.005926,0.012133,0.003329,0.002190,0.001541
1.399000,-0.242526,0.055580,-0.964264,-0.005772,0.011703,0.003230,0.003163,0.001866
1.399500,-0.250630,0.093038,-0.917275,-0.005941,0.011953,0.003271,0.003163,-0.001377
1.400000,-0.268679,0.064132,-0.922938,-0.005519,0.012173,0.003372,0.002514,-0.002999
1.400500,-0.272683,0.063954,-0.929839,-0.005756,0.011731,0.003281,0.002190,0.002190
1.401000,-0.260566,0.056701,-0.943486,-0.005897,0.011226,0.003277,0.002190,-0.000404
1.401500,-0.262561,0.065204,-0.949756,-0.005754,0.011839,0.003425,0.003811,-0.000404
1.402000,-0.274784,0.050970,-0.906774,-0.005775,0.011939,0.003168,0.002514,0.002838
1.402500,-0.268574,0.061701,-0.946249,-0.006050,0.012153,0.003507,0.002514,0.000244
1.403000,-0.224420,0.077858,-0.947422,-0.005565,0.011808,0.003387,0.002190,0.001866
1.403500,-0.266717,0.055775,-0.950591,-0.005712,0.012032,0.003142,0.002838,-0.000080
1.404000,-0.266580,0.074612,-0.932799,-0.005980,0.012245,0.003542,0.003163,0.000893
1.404500,-0.270556,0.065397,-0.938951,-0.005651,0.012048,0.003594,0.002514,0.001541
1.405000,-0.288806,0.073581,-0.939749,-0.005699,0.012150,0.003226,0.001866,0.001866
1.405500,-0.250687,0.067096,-0.921140,-0.005800,0.011521,0.003036,0.003163,0.002190
1.406000,-0.260836,0.066017,-0.904506,-0.005565,0.011714,0.002895,0.003487,0.003163
1.406500,-0.276731,0.052472,-0.946494,-0.005394,0.011949,0.003223,0.003487,-0.002999
1.407000,-0.256610,0.059242,-0.919859,-0.005411,0.011636,0.003315,0.003163,0.001541
1.407500,-0.250588,0.074480,-0.950476,-0.005386,0.011515,0.003207,0.002514,-0.002674
1.408000,-0.252723,0.068463,-0.937934,-0.005652,0.011891,0.003010,0.002514,0.000893
1.408500,-0.254538,0.081588,-0.936439,-0.005670,0.011895,0.003463,0.003487,0.003163
1.409000,-0.266553,0.065361,-0.956105,-0.005704,0.012055,0.003510,0.002514,0.002514
1.409500,-0.278531,0.070032,-0.969078,-0.005958,0.011683,0.003558,0.002190,0.003163
1.410000,-0.270553,0.076750,-0.953046,-0.006068,0.011277,0.003391,0.002190,0.002514
1.410500,-0.294722,0.060798,-0.959134,-0.005671,0.011859,0.003357,0.003163,-0.000404
1.411000,-0.284584,0.059484,-0.955598,-0.006008,0.011832,0.003554,0.002190,0.001541
1.411500,-0.274504,0.051315,-0.951963,-0.005492,0.011386,0.003583,0.003163,-0.002026
1.412000,-0.256563,0.075797,-0.953286,-0.005421,0.011687,0.003347,0.002190,0.000568
1.412500,-0.258472,0.083799,-0.973348,-0.005946,0.011206,0.003396,0.003487,0.001217
1.413000,-0.260543,0.082682,-0.939726,-0.005804,0.011572,0.003429,0.002838,-0.001053
1.413500,-0.282764,0.067731,-0.943134,-0.005732,0.012339,0.003283,0.003163,0.003163
1.414000,-0.280649,0.075726,-0.939491,-0.006113,0.011858,0.003421,0.002190,0.001541
1.414500,-0.250531,0.071862,-0.940407,-0.005822,0.011106,0.003257,0.003163,0.001541
1.415000,-0.280660,0.066407,-0.952922,-0.005743,0.011501,0.003304,0.003811,0.002190
1.415500,-0.280595,0.040682,-0.965983,-0.005784,0.011568,0.003408,0.003487,-0.000080
1.416000,-0.274579,0.070155,-0.959098,-0.005441,0.011737,0.003479,0.003487,-0.000080
1.416500,-0.276581,0.090261,-0.999470,-0.005434,0.011909,0.003427,0.001541,0.001217
1.417000,-0.264520,0.080460,-0.976506,-0.005772,0.011460,0.003396,0.003811,0.002190
1.417500,-0.254316,0.086391,-0.955317,-0.005877,0.011647,0.003853,0.003487,0.002838
1.418000,-0.282576,0.065529,-0.985830,-0.005747,0.011901,0.003501,0.001217,-0.000404
1.418500,-0.294563,0.093558,-0.985511,-0.006251,0.011632,0.003584,0.003487,0.001217
1.419000,-0.286469,0.098383,-1.008743,-0.005950,0.011472,0.003643,0.001541,0.003487
1.419500,-0.306769,0.084226,-0.962456,-0.006153,0.012061,0.003386,0.002190,-0.000404
1.420000,-0.298709,0.062947,-0.945762,-0.006359,0.012080,0.003467,0.003811,0.002838
1.420500,-0.274630,0.077038,-0.946111,-0.005640,0.011764,0.003397,0.003163,-0.000080
1.421000,-0.282643,0.086710,-0.965719,-0.005305,0.011803,0.003426,0.003811,0.001866
1.421500,-0.268596,0.080485,-0.936041,-0.005483,0.011477,0.003399,0.003163,0.003487
1.422000,-0.266503,0.088653,-0.959464,-0.006005,0.011690,0.003540,0.002190,0.000568
1.422500,-0.270632,0.079491,-0.976667,-0.005679,0.012157,0.003344,0.002190,0.002190
1.423000,-0.294744,0.081673,-0.956286,-0.006079,0.011717,0.003275,0.003163,-0.000729
1.423500,-0.278743,0.093378,-0.950132,-0.005697,0.011754,0.003175,0.002838,0.000893
1.424000,-0.294766,0.070011,-0.963062,-0.005907,0.011748,0.003217,0.004136,0.002838
1.424500,-0.284734,0.066252,-0.943334,-0.006117,0.011693,0.003218,0.003811,-0.001702
1.425000,-0.270623,0.065157,-0.943068,-0.005752,0.011609,0.003337,0.003163,0.002514
1.425500,-0.262807,0.083845,-0.917425,-0.005283,0.011771,0.002986,0.003811,0.003811
1.426000,-0.272663,0.085039,-0.916115,-0.005457,0.011166,0.003285,0.003163,0.001217
1.426500,-0.264521,0.106384,-0.959437,-0.005771,0.011917,0.003549,0.003487,0.002838
1.427000,-0.268669,0.082846,-0.960262,-0.005756,0.012033,0.003261,0.002514,-0.001702
1.427500,-0.286729,0.095637,-0.946550,-0.006196,0.011831,0.003283,0.002838,0.002838
1.428000,-0.274664,0.093428,-0.939570,-0.005601,0.011729,0.003346,0.003811,0.001866
1.428500,-0.276611,0.068736,-0.935860,-0.005682,0.011447,0.003419,0.003811,-0.000080
1.429000,-0.294762,0.046371,-0.936235,-0.006168,0.011731,0.003266,0.003811,0.005109
1.429500,-0.284740,0.066520,-0.959866,-0.005694,0.011883,0.003222,0.003487,-0.000404
1.430000,-0.280631,0.078492,-0.969166,-0.005443,0.012018,0.003453,0.003163,0.000244
1.430500,-0.274686,0.086438,-0.942957,-0.005310,0.011536,0.003259,0.002514,0.002190
1.431000,-0.262473,0.093506,-0.965964,-0.005746,0.011855,0.003601,0.003163,-0.000404
1.431500,-0.262598,0.060346,-0.953615,-0.005924,0.011651,0.003280,0.002514,0.002190
1.432000,-0.280668,0.080354,-0.946432,-0.006044,0.011553,0.003307,0.003811,0.002190
1.432500,-0.256453,0.085075,-0.935818,-0.005510,0.011158,0.003542,0.003163,0.003163
1.433000,-0.268678,0.073129,-0.909915,-0.005756,0.011289,0.003227,0.003811,0.004460
1.433500,-0.282723,0.074547,-0.956751,-0.005936,0.011650,0.003193,0.003811,-0.000729
1.434000,-0.280834,0.057065,-0.950510,-0.005559,0.012028,0.003026,0.003487,0.001217
1.434500,-0.294811,0.056216,-0.959466,-0.005367,0.012106,0.003219,0.003487,0.001866
1.435000,-0.270578,0.086586,-0.935476,-0.005165,0.011648,0.003516,0.003163,0.002838
1.435500,-0.244350,0.089977,-0.972739,-0.005585,0.011863,0.003691,0.003811,0.003811
1.436000,-0.280619,0.076089,-0.986167,-0.005693,0.012050,0.003422,0.002514,-0.001702
1.436500,-0.282545,0.088680,-0.969212,-0.006235,0.011536,0.003531,0.002838,0.003163
1.437000,-0.280572,0.092466,-0.958780,-0.005509,0.011597,0.003538,0.002514,0.002838
1.437500,-0.286602,0.084072,-0.959037,-0.005927,0.011474,0.003474,0.003163,0.000568
1.438000,-0.282575,0.053503,-0.972726,-0.006092,0.011522,0.003437,0.003487,0.003487
1.438500,-0.276492,0.068885,-0.989151,-0.005734,0.011258,0.003498,0.002838,0.000568
1.439000,-0.274595,0.065360,-0.949152,-0.005420,0.011490,0.003420,0.002838,0.001866
1.439500,-0.266544,0.067596,-0.952778,-0.005647,0.011584,0.003451,0.002190,0.001866
1.440000,-0.260636,0.084998,-0.940377,-0.005934,0.011987,0.003292,0.002190,0.000568
